id,Company,Nombre_Producto,Tipo_Portatil,S.O,Marca_Procesador,Modelo_Procesador,Velocidad_Procesador_GHz,Ram_GB,Total_Almacenamiento,Marca_GPU,Modelo_GPU,Tipo_GPU,Categoria_Peso,Pantalla,Touchscreen,Inches,Touchscreen,Price_euros
770,dell,inspiron,gaming,windows 10,intel,core i7,2.8,16,2560.0,nvidia,gtx 1050 ti,geforce,pesado,fhd,no,15.6,no,1349.0
965,dell,vostro,notebook,linux,intel,core i7,2.7,8,1024.0,nvidia,gt 940mx,geforce,medio,fhd,no,15.6,no,895.01
570,acer,chromebook,notebook,chrome os,intel,celeron dual core,1.6,4,32.0,intel,510,graphics,ligero,wxga,no,14.0,no,375.0
282,lenovo,ideapad,notebook,windows 10,intel,celeron dual core,1.6,2,64.0,intel,otro,graphics,medio,wxga,no,14.0,no,229.0
7,hp,zbook,notebook,windows 10,intel,core i7,2.7,8,2048.0,amd,w4190m,firepro,medio,fhd,no,15.6,no,1269.0
120,asus,zenbook,ultrabook,windows 10,intel,core i7,1.8,8,1024.0,intel,620,uhd graphics,ligero,fhd,no,14.0,no,1099.0
189,asus,otro,gaming,windows 10,intel,core i7,2.8,16,2560.0,nvidia,gtx 1060,geforce,medio,fhd,no,15.6,no,1449.0
301,asus,zenbook,ultrabook,windows 10,intel,core i7,1.8,16,2048.0,nvidia,mx150,geforce,ligero,fhd,no,14.0,no,1495.0
490,hp,250,notebook,no os,intel,core i5,2.5,4,1000.0,intel,620,graphics,medio,wxga,no,15.6,no,393.9
913,dell,inspiron,notebook,linux,intel,core i7,2.7,8,2048.0,amd,r5 m430,radeon,medio,wxga,no,15.6,no,805.99
296,hp,pavilion,convertible,windows 10,intel,core i3,2.4,4,512.0,nvidia,940mx,geforce,medio,fhd,yes,14.0,yes,699.0
1078,hp,elitebook,notebook,windows 7,intel,core i5,2.3,4,1024.0,intel,520,graphics,medio,fhd,no,14.0,no,1099.99
577,dell,vostro,notebook,windows 7,intel,core i5,2.3,4,1000.0,amd,r5 m315,radeon,medio,wxga,no,15.6,no,769.15
452,lenovo,yoga,convertible,android,intel,atom x5,1.44,4,64.0,intel,400,graphics,ligero,ips,yes,10.1,yes,549.0
841,hp,elitebook,ultrabook,windows 10,intel,core i7,2.5,8,1024.0,intel,520,graphics,ligero,fhd,no,12.5,no,1349.0
356,dell,alienware,gaming,windows 10,intel,core i7,2.9,16,3072.0,nvidia,gtx 1070,geforce,pesado,qhd,no,17.3,no,2799.0
267,lenovo,ideapad,notebook,no os,intel,core i3,2.0,8,1024.0,nvidia,920mx,geforce,medio,wxga,no,15.6,no,499.0
425,hp,250,notebook,windows 10,intel,pentium quad core,1.6,4,2048.0,intel,405,graphics,medio,wxga,no,15.6,no,500.0
465,hp,zbook,workstation,windows 10,intel,core i7,2.7,8,32.0,nvidia,m1000m,quadro,medio,fhd,no,15.6,no,2249.0
755,huawei,matebook,ultrabook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,ligero,ips,no,13.0,no,1349.0
754,lenovo,legion,gaming,windows 10,intel,core i7,2.8,16,4096.0,nvidia,gtx 1060,geforce,pesado,fhd,no,15.6,no,1749.0
598,hp,probook,notebook,windows 10,intel,core i3,2.4,4,1000.0,intel,620,graphics,medio,wxga,no,14.0,no,684.0
48,hp,probook,notebook,windows 10,intel,core i5,1.6,8,2048.0,intel,620,uhd graphics,medio,fhd,no,15.6,no,794.0
434,acer,swift,notebook,windows 10,intel,core i3,2.4,4,512.0,intel,620,graphics,medio,fhd,no,14.0,no,636.0
328,toshiba,tecra,notebook,windows 10,intel,core i7,2.5,8,1024.0,intel,520,graphics,medio,fhd,no,15.6,no,1399.0
1051,samsung,chromebook,netbook,chrome os,intel,celeron dual core,1.6,4,16.0,intel,400,graphics,ligero,wxga,no,11.6,no,269.0
248,toshiba,satellite,notebook,windows 10,intel,core i3,2.2,4,1000.0,intel,520,graphics,medio,wxga,no,15.6,no,447.0
100,dell,latitude,notebook,windows 10,intel,core i5,2.5,8,512.0,intel,620,graphics,medio,fhd,no,14.0,no,1119.0
575,lenovo,otro,notebook,no os,intel,core i3,2.0,4,2048.0,amd,r5 m430,radeon,medio,wxga,no,15.6,no,368.0
561,dell,inspiron,notebook,linux,intel,core i5,1.6,8,1024.0,amd,520,radeon,medio,fhd,no,15.6,no,677.35
814,lenovo,thinkpad,notebook,windows 10,intel,core i5,2.3,8,1024.0,intel,520,graphics,medio,fhd,no,15.6,no,1349.0
1028,lenovo,ideapad,notebook,no os,intel,core i3,2.7,8,1024.0,intel,620,graphics,medio,fhd,no,14.0,no,599.0
453,lenovo,legion,gaming,windows 10,intel,core i7,2.8,8,2560.0,nvidia,gtx 1060,geforce,medio,fhd,no,15.6,no,1189.0
68,dell,vostro,notebook,linux,intel,core i3,2.0,4,2048.0,intel,520,graphics,medio,wxga,no,15.6,no,443.9
729,dell,inspiron,gaming,windows 10,intel,core i5,2.5,8,2048.0,nvidia,gtx 1050,geforce,pesado,fhd,no,15.6,no,999.0
759,toshiba,tecra,notebook,windows 10,intel,core i5,2.3,4,512.0,intel,520,graphics,ligero,fhd,no,14.0,no,1105.0
359,lenovo,flex,convertible,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,medio,fhd,yes,14.0,yes,999.0
493,lenovo,thinkpad,ultrabook,windows 10,intel,core i7,2.7,24,2048.0,intel,620,graphics,ligero,qhd,no,14.0,no,2382.0
692,apple,macbook,ultrabook,macos,intel,core i7,2.8,16,1024.0,amd,pro 555,radeon,medio,ips,no,15.4,no,2439.97
24,msi,gp72m,gaming,windows 10,intel,core i7,2.8,16,3072.0,nvidia,gtx 1050 ti,geforce,pesado,fhd,no,17.3,no,1492.8
856,dell,precision,workstation,windows 10,intel,xeon e3-1505m,3.0,16,3072.0,nvidia,m1200,quadro,pesado,4k,no,15.6,no,3055.0
704,dell,inspiron,notebook,windows 10,intel,celeron dual core,1.6,2,1000.0,intel,otro,graphics,medio,wxga,no,15.6,no,379.0
1171,lenovo,otro,notebook,windows 10,intel,core i5,2.3,4,1000.0,intel,520,graphics,medio,wxga,no,15.6,no,540.0
354,asus,rog,gaming,windows 10,intel,core i7,2.8,16,3072.0,nvidia,gtx 1050,geforce,pesado,fhd,no,17.3,no,1407.0
590,dell,alienware,gaming,windows 10,intel,core i7,2.8,16,3072.0,nvidia,gtx 1070,geforce,pesado,fhd,no,15.6,no,2774.63
413,lenovo,otro,notebook,windows 10,intel,core i5,1.6,4,1024.0,intel,620,uhd graphics,medio,fhd,no,15.6,no,829.0
1157,dell,inspiron,notebook,linux,intel,core i3,2.0,4,1024.0,amd,r5 m430,radeon,medio,fhd,no,15.6,no,485.0
0,dell,xps,ultrabook,windows 10,intel,core i7,2.5,8,1024.0,intel,520,graphics,ligero,ips,no,13.3,no,1268.0
626,msi,gp72vr,gaming,windows 10,intel,core i7,2.8,8,2560.0,nvidia,gtx 1060,geforce,pesado,fhd,no,17.3,no,1486.77
677,hp,probook,notebook,windows 10,intel,core i7,1.8,8,1024.0,intel,620,uhd graphics,medio,fhd,no,14.0,no,988.0
637,dell,inspiron,ultrabook,windows 10,intel,core i7,1.8,8,1024.0,amd,530,radeon,ligero,fhd,no,13.3,no,955.0
1211,hp,probook,notebook,windows 10,intel,core i3,2.3,4,1000.0,intel,520,graphics,medio,wxga,no,15.6,no,705.15
245,dell,precision,workstation,windows 10,intel,xeon e3-1505m,3.0,8,2112.0,nvidia,m620,quadro,medio,fhd,no,15.6,no,1993.0
1094,lenovo,yoga,convertible,windows 10,intel,core i7,2.5,4,512.0,intel,520,graphics,medio,fhd,yes,14.0,yes,638.0
388,dell,xps,notebook,windows 10,intel,core i7,2.8,16,2048.0,nvidia,gtx 1050,geforce,medio,fhd,no,15.6,no,1899.0
1280,lenovo,yoga,convertible,windows 10,intel,core i7,2.7,8,1024.0,intel,620,graphics,ligero,fhd,yes,13.9,yes,1079.0
593,acer,aspire,notebook,windows 10,intel,core i5,1.6,4,2048.0,nvidia,mx150,geforce,medio,fhd,no,15.6,no,613.0
352,asus,rog,gaming,windows 10,amd,ryzen 1700,3.0,8,3072.0,amd,rx 580,radeon,pesado,fhd,no,17.3,no,1299.0
955,dell,inspiron,notebook,windows 10,intel,core i3,2.0,4,1024.0,amd,r5 m430,radeon,medio,fhd,no,15.6,no,498.9
713,lenovo,thinkpad,notebook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,medio,fhd,no,14.0,no,938.0
379,hp,probook,notebook,windows 10,intel,core i3,2.4,8,2048.0,nvidia,930mx,geforce,medio,fhd,no,15.6,no,716.0
16,hp,probook,notebook,windows 10,intel,core i3,2.4,4,512.0,intel,620,graphics,ligero,fhd,no,13.3,no,719.0
1005,hp,elitebook,notebook,windows 10,intel,core i7,2.5,8,1024.0,intel,520,graphics,medio,fhd,no,15.6,no,1228.99
1053,lenovo,ideapad,notebook,windows 10,intel,pentium quad core,1.1,4,512.0,intel,505,graphics,medio,fhd,no,15.6,no,349.0
669,lenovo,yoga,convertible,windows 10,intel,core i7,2.7,8,1024.0,intel,620,graphics,ligero,fhd,yes,13.9,yes,1349.0
402,dell,inspiron,notebook,windows 10,intel,core i7,2.7,16,4096.0,amd,r7 m445,radeon,medio,fhd,no,15.6,no,989.99
849,apple,macbook,ultrabook,mac os x,intel,core m m1,1.1,8,256.0,intel,5300,graphics,ligero,ips,no,12.0,no,1163.0
323,apple,macbook,ultrabook,macos,intel,core i5,3.1,8,1024.0,intel,plus graphics 650,iris,ligero,ips,no,13.3,no,1803.6
615,hp,chromebook,notebook,chrome os,intel,pentium dual core,1.5,4,32.0,intel,515,graphics,ligero,ips,no,13.3,no,615.0
389,lenovo,thinkpad,notebook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,medio,fhd,no,15.6,no,830.0
1084,lenovo,thinkpad,notebook,windows 10,intel,core i5,1.6,8,3072.0,amd,rx 550,radeon,medio,fhd,no,15.6,no,1144.5
1261,msi,ge63vr,gaming,windows 10,intel,core i7,2.8,16,3072.0,nvidia,gtx 1070,geforce,pesado,fhd,no,15.6,no,2099.0
562,dell,inspiron,notebook,linux,intel,core i7,2.7,8,2048.0,amd,r7 m445,radeon,pesado,fhd,no,17.3,no,865.0
768,lenovo,ideapad,notebook,windows 10,intel,core i3,2.4,4,512.0,intel,620,graphics,medio,fhd,no,13.3,no,549.0
164,lenovo,yoga,convertible,windows 10,intel,core i7,1.8,16,2048.0,intel,620,uhd graphics,ligero,4k,yes,13.9,yes,2099.0
525,lenovo,n42-20,notebook,chrome os,intel,celeron quad core,1.6,4,16.0,intel,400,graphics,medio,wxga,no,14.0,no,325.0
134,dell,inspiron,gaming,windows 10,intel,core i7,2.8,16,3072.0,nvidia,gtx 1060,geforce,pesado,fhd,no,15.6,no,1499.0
743,asus,rog,gaming,windows 10,intel,core i5,2.5,8,2560.0,nvidia,gtx 1060,geforce,medio,fhd,no,15.6,no,1649.0
821,lenovo,ideapad,notebook,windows 10,intel,core i3,2.0,4,512.0,intel,520,graphics,medio,fhd,no,15.6,no,499.0
836,toshiba,tecra,notebook,windows 10,intel,core i7,2.6,16,1024.0,nvidia,930m,geforce,medio,fhd,no,15.6,no,1975.0
824,dell,inspiron,convertible,windows 10,intel,pentium quad core,1.6,4,1000.0,intel,405,graphics,ligero,wxga,yes,11.6,yes,479.0
464,toshiba,tecra,notebook,windows 10,intel,core i5,2.3,8,1024.0,intel,520,graphics,medio,fhd,no,14.0,no,1180.0
410,dell,inspiron,notebook,windows 10,intel,core i7,2.7,16,1024.0,amd,r7 m445,radeon,medio,fhd,no,15.6,no,1181.27
1302,lenovo,thinkpad,notebook,windows 10,intel,core i7,1.8,8,1024.0,amd,rx 550,radeon,medio,fhd,no,15.6,no,1229.56
129,hp,pavilion,convertible,windows 10,intel,core i5,2.5,4,1000.0,intel,620,graphics,medio,wxga,yes,15.6,yes,684.8
700,lenovo,thinkpad,convertible,windows 10,intel,core i7,2.5,8,1024.0,intel,520,graphics,medio,fhd,yes,14.0,yes,1669.0
127,lenovo,otro,notebook,windows 10,intel,core i7,2.7,4,2048.0,intel,620,graphics,medio,fhd,no,15.6,no,779.0
1228,asus,zenbook,ultrabook,windows 10,intel,core i7,2.7,16,2048.0,nvidia,940mx,geforce,medio,fhd,no,15.6,no,1468.0
203,vero,otro,notebook,windows 10,intel,celeron dual core,1.1,4,32.0,intel,500,graphics,ligero,fhd,no,14.0,no,260.0
262,hp,elitebook,ultrabook,windows 10,intel,core i7,2.7,8,1024.0,intel,620,graphics,ligero,fhd,no,12.5,no,1335.0
883,dell,alienware,gaming,windows 10,intel,core i7,2.6,32,3072.0,nvidia,gtx 1070,geforce,pesado,fhd,no,17.3,no,2800.0
976,lenovo,thinkpad,ultrabook,windows 10,intel,core i7,2.7,16,2048.0,intel,620,graphics,medio,fhd,no,14.0,no,2299.0
484,acer,predator,gaming,windows 10,intel,core i7,2.8,16,3072.0,nvidia,gtx 1070,geforce,pesado,fhd,no,17.3,no,2599.0
148,lenovo,thinkpad,workstation,windows 10,intel,core i7,2.8,16,2048.0,nvidia,940mx,geforce,medio,4k,no,15.6,no,2445.0
893,hp,otro,notebook,windows 10,intel,core i7,2.7,4,1000.0,amd,530,radeon,medio,fhd,no,15.6,no,689.0
798,acer,aspire,notebook,windows 10,amd,a9-series,3.0,4,2048.0,amd,r5,radeon,medio,wxga,no,15.6,no,395.0
219,asus,vivobook,convertible,windows 10,intel,celeron dual core,1.1,4,32.0,intel,500,graphics,medio,wxga,yes,11.6,yes,375.0
969,lenovo,ideapad,notebook,no os,intel,core i5,2.5,8,1024.0,intel,620,graphics,medio,fhd,no,15.6,no,549.0
1046,acer,aspire,notebook,windows 10,intel,core i3,2.0,4,2048.0,nvidia,940mx,geforce,medio,fhd,no,15.6,no,544.0
252,dell,inspiron,gaming,windows 10,intel,core i7,2.6,16,2048.0,nvidia,gtx 960<u+039c>,geforce,pesado,fhd,no,15.6,no,879.01
796,lenovo,yoga,convertible,windows 10,intel,core i7,1.8,8,2048.0,intel,620,uhd graphics,ligero,fhd,yes,13.3,yes,1499.0
220,dell,xps,notebook,windows 10,intel,core i7,2.8,32,4096.0,nvidia,gtx 1050,geforce,medio,4k,yes,15.6,yes,2639.0
882,hp,probook,notebook,windows 10,intel,core i7,1.8,16,2048.0,nvidia,930mx,geforce,medio,fhd,no,17.3,no,1271.0
1016,msi,gl62m,gaming,windows 10,intel,core i5,2.5,8,1024.0,nvidia,gtx 1050,geforce,medio,fhd,no,15.6,no,1199.0
403,acer,aspire,notebook,windows 10,amd,a9-series,3.0,4,512.0,amd,r5,radeon,medio,wxga,no,15.6,no,426.0
292,lenovo,thinkpad,ultrabook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,ligero,fhd,no,14.0,no,1799.0
571,lenovo,thinkpad,ultrabook,windows 7,intel,core i7,2.6,8,1024.0,intel,520,graphics,medio,fhd,no,14.0,no,1499.0
360,lenovo,ideapad,notebook,no os,intel,core i3,2.0,4,1024.0,intel,520,graphics,medio,fhd,no,15.6,no,444.0
1026,acer,aspire,notebook,linux,intel,core i7,2.8,8,2048.0,nvidia,gtx 1050,geforce,medio,fhd,no,15.6,no,779.0
141,samsung,notebook,ultrabook,windows 10,intel,core i7,2.7,8,1024.0,intel,620,graphics,ligero,fhd,yes,13.3,yes,1599.0
1065,toshiba,satellite,notebook,windows 10,intel,core i3,2.4,4,1000.0,intel,620,graphics,medio,wxga,no,15.6,no,489.0
471,dell,inspiron,notebook,windows 10,intel,core i5,1.6,8,1024.0,amd,530,radeon,medio,fhd,no,15.6,no,797.41
1017,asus,rog,gaming,windows 10,intel,core i7,2.8,16,3072.0,nvidia,gtx 1060,geforce,pesado,fhd,no,17.3,no,2049.9
600,dell,inspiron,notebook,windows 10,intel,celeron dual core,1.6,4,1000.0,intel,400,graphics,medio,wxga,no,15.6,no,309.0
1011,acer,otro,netbook,chrome os,intel,celeron dual core,1.5,2,128.0,intel,otro,graphics,ligero,wxga,no,11.6,no,174.0
643,asus,zenbook,ultrabook,windows 10,intel,core i7,2.7,16,2048.0,intel,620,graphics,ligero,fhd,yes,13.3,yes,1748.9
553,dell,inspiron,ultrabook,windows 10,intel,core i5,1.6,4,1024.0,amd,530,radeon,ligero,fhd,no,13.3,no,818.35
1086,lenovo,ideapad,notebook,no os,intel,pentium quad core,1.1,4,2048.0,intel,505,graphics,medio,wxga,no,15.6,no,359.99
1059,dell,vostro,notebook,linux,intel,core i5,2.5,4,512.0,amd,r5 m420,radeon,medio,fhd,no,15.6,no,569.0
288,hp,probook,notebook,windows 10,intel,core i5,1.6,4,512.0,intel,620,uhd graphics,ligero,fhd,no,13.3,no,726.0
230,hp,otro,notebook,windows 10,amd,e-series,1.8,4,1000.0,amd,r2 graphics,radeon,medio,wxga,no,15.6,no,297.0
611,hp,probook,notebook,windows 10,intel,core i3,2.4,4,1000.0,intel,620,graphics,ligero,wxga,no,13.3,no,800.0
911,hp,otro,notebook,windows 10,amd,e-series,1.5,4,1000.0,amd,r2,radeon,medio,wxga,no,15.6,no,330.0
1212,hp,elitebook,notebook,windows 10,intel,core i7,2.7,8,1024.0,intel,620,graphics,medio,fhd,no,15.6,no,1219.0
1139,lenovo,ideapad,notebook,no os,intel,core i7,2.7,8,2048.0,nvidia,920mx,geforce,medio,fhd,no,15.6,no,685.0
1226,dell,vostro,notebook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,medio,fhd,no,14.0,no,859.0
418,hp,spectre,notebook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,ligero,fhd,no,13.3,no,1149.0
162,asus,otro,notebook,windows 10,intel,celeron dual core,1.1,4,32.0,intel,500,graphics,medio,wxga,no,14.0,no,299.0
49,mediacom,flexbook,convertible,windows 10,intel,celeron dual core,1.1,4,128.0,intel,500,graphics,ligero,fhd,yes,11.6,yes,299.0
980,hp,otro,notebook,no os,intel,core i3,2.0,4,1000.0,intel,520,graphics,medio,fhd,no,15.6,no,349.0
970,msi,gt62vr,gaming,windows 10,intel,core i7,2.6,16,3072.0,nvidia,gtx 1060,geforce,pesado,fhd,no,15.6,no,1819.0
367,hp,250,notebook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,medio,fhd,no,15.6,no,690.0
239,hp,250,notebook,no os,intel,core i3,2.0,4,1000.0,intel,520,graphics,medio,fhd,no,15.6,no,344.99
778,lenovo,thinkpad,convertible,windows 10,intel,core i7,2.5,8,1024.0,intel,520,graphics,ligero,qhd,yes,14.0,yes,2339.0
17,dell,latitude,notebook,linux,intel,core i5,2.3,4,1000.0,intel,520,graphics,medio,wxga,no,15.6,no,523.63
784,dell,latitude,ultrabook,windows 7,intel,core i5,2.3,8,1024.0,intel,520,graphics,medio,wxga,no,12.5,no,1413.1
1121,asus,zenbook,convertible,windows 10,intel,core i5,1.6,8,1024.0,intel,620,graphics,ligero,fhd,yes,13.3,yes,1315.0
422,asus,vivobook,netbook,windows 10,intel,atom x5,1.44,2,32.0,intel,400,graphics,ligero,wxga,no,11.6,no,191.9
1042,hp,omen,gaming,windows 10,intel,core i7,2.8,12,3072.0,nvidia,gtx 1070,geforce,pesado,fhd,no,17.3,no,1999.0
842,dell,xps,notebook,windows 10,intel,core i5,2.5,8,1024.0,nvidia,gtx 1050,geforce,medio,4k,yes,15.6,yes,1749.0
1260,lenovo,otro,notebook,windows 10,intel,core i3,2.0,4,1000.0,intel,520,graphics,medio,wxga,no,15.6,no,489.9
460,hp,zbook,workstation,windows 10,intel,core i7,2.8,8,1024.0,nvidia,m2200,quadro,pesado,fhd,no,15.6,no,2064.9
985,asus,otro,notebook,windows 10,intel,core i3,2.4,6,1024.0,nvidia,920m,geforce,medio,fhd,no,15.6,no,577.0
614,msi,gs60,gaming,windows 10,intel,core i7,2.6,16,2560.0,nvidia,gtx 970m,geforce,medio,fhd,no,15.6,no,2153.37
176,fujitsu,lifebook,notebook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,medio,wxga,no,15.6,no,799.0
167,microsoft,surface,ultrabook,windows 10 s,intel,core i5,2.5,8,1024.0,intel,620,graphics,ligero,ips,yes,13.5,yes,1340.0
78,lenovo,ideapad,notebook,windows 10,intel,pentium quad core,1.1,4,1000.0,intel,505,graphics,medio,fhd,no,15.6,no,344.0
1201,lenovo,legion,gaming,no os,intel,core i7,2.8,8,3072.0,nvidia,gtx 1060,geforce,medio,fhd,no,15.6,no,1149.0
676,asus,rog,gaming,windows 10,intel,core i7,2.9,16,1024.0,nvidia,gtx 1080,geforce,pesado,fhd,no,17.3,no,2999.0
1131,asus,zenbook,notebook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,medio,fhd,no,14.0,no,945.0
1220,lenovo,ideapad,gaming,windows 10,intel,core i7,2.6,8,2560.0,nvidia,gtx 960<u+039c>,geforce,pesado,fhd,no,15.6,no,1272.0
511,hp,stream,netbook,windows 10,intel,celeron dual core,1.6,2,32.0,intel,400,graphics,ligero,wxga,no,11.6,no,209.0
1050,lenovo,ideapad,notebook,windows 10,intel,core i3,2.3,6,512.0,nvidia,920mx,geforce,medio,fhd,no,15.6,no,569.0
574,apple,macbook,ultrabook,macos,intel,core i5,2.3,8,1024.0,intel,plus graphics 640,iris,ligero,ips,no,13.3,no,1518.55
1108,asus,otro,gaming,windows 10,intel,core i7,2.6,16,2560.0,nvidia,gtx 980m,geforce,pesado,fhd,no,17.3,no,2299.0
331,asus,rog,gaming,windows 10,intel,core i7,2.8,16,3072.0,nvidia,gtx 1050 ti,geforce,pesado,fhd,no,17.3,no,1749.0
380,acer,aspire,notebook,windows 10,intel,core i5,2.5,4,1024.0,intel,620,graphics,medio,wxga,no,15.6,no,599.0
94,asus,zenbook,convertible,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,ligero,fhd,yes,13.3,yes,1358.0
1091,lenovo,thinkpad,ultrabook,windows 10,intel,core i7,2.7,8,2048.0,intel,620,graphics,ligero,fhd,no,14.0,no,2499.0
533,toshiba,satellite,notebook,windows 10,intel,core i3,2.1,4,512.0,intel,520,graphics,medio,wxga,no,15.6,no,498.0
1093,lenovo,ideapad,notebook,no os,intel,core i3,2.0,4,512.0,intel,520,graphics,medio,wxga,no,15.6,no,369.0
31,hp,pavilion,ultrabook,windows 10,intel,core i7,1.8,8,1024.0,nvidia,gtx 940mx,geforce,medio,fhd,no,15.6,no,699.0
522,asus,zenbook,ultrabook,windows 10,intel,core i7,2.7,8,1024.0,intel,620,graphics,ligero,fhd,no,14.0,no,1049.0
470,asus,vivobook,notebook,windows 10,intel,pentium dual core,1.1,8,512.0,intel,505,graphics,medio,fhd,no,15.6,no,581.9
950,dell,inspiron,notebook,linux,intel,core i7,2.7,16,1024.0,amd,r7 m445,radeon,medio,fhd,no,15.6,no,899.0
1165,asus,chromebook,convertible,chrome os,intel,core m m7,1.2,8,64.0,intel,515,graphics,ligero,fhd,no,12.5,no,1159.0
1170,hp,zbook,workstation,windows 7,intel,core i7,2.6,8,1024.0,nvidia,m3000m,quadro,pesado,fhd,no,17.3,no,3949.4
735,dell,precision,workstation,windows 10,intel,core i7,2.7,16,1024.0,nvidia,m620,quadro,medio,fhd,no,15.6,no,1975.0
523,lenovo,thinkpad,notebook,windows 10,intel,core i7,2.7,8,1024.0,intel,620,graphics,medio,fhd,no,14.0,no,1480.0
681,lenovo,otro,notebook,no os,intel,core i5,2.3,8,2048.0,amd,r5 m330,radeon,medio,fhd,no,15.6,no,599.0
694,samsung,notebook,ultrabook,windows 10,intel,core i7,2.7,16,1024.0,intel,620,graphics,ligero,fhd,no,13.3,no,1649.0
728,apple,macbook,ultrabook,macos,intel,core m m3,1.2,8,1024.0,intel,615,graphics,ligero,ips,no,12.0,no,1262.4
932,hp,probook,notebook,windows 10,intel,core i5,1.6,8,2048.0,nvidia,930mx,geforce,medio,fhd,no,17.3,no,896.0
873,asus,otro,gaming,windows 10,intel,core i7,2.8,8,1024.0,nvidia,gtx 1050,geforce,medio,fhd,no,15.6,no,999.0
144,hp,probook,notebook,windows 10,intel,core i5,1.6,8,2048.0,nvidia,930mx,geforce,medio,fhd,no,17.3,no,914.0
378,lenovo,ideapad,notebook,windows 10,intel,core i5,2.5,6,2048.0,intel,620,graphics,medio,fhd,no,15.6,no,564.0
982,hp,otro,notebook,windows 10,intel,core i5,2.5,8,2048.0,intel,620,graphics,medio,wxga,yes,15.6,yes,559.0
341,lenovo,ideapad,notebook,windows 10,intel,core i7,2.7,4,2048.0,nvidia,920mx,geforce,medio,fhd,no,15.6,no,799.0
311,asus,rog,gaming,windows 10,amd,ryzen 1700,3.0,16,3072.0,amd,rx 580,radeon,pesado,fhd,no,17.3,no,1549.0
953,hp,probook,notebook,windows 10,intel,core i5,2.5,8,2048.0,nvidia,930mx,geforce,pesado,ips,no,17.3,no,910.0
232,hp,otro,notebook,windows 10,intel,core i3,2.0,6,2048.0,amd,r5 m430,radeon,medio,fhd,no,15.6,no,539.0
983,lenovo,otro,notebook,no os,intel,celeron dual core,1.1,4,512.0,intel,500,graphics,medio,wxga,no,15.6,no,270.62
165,lenovo,ideapad,notebook,windows 10,intel,core i5,2.3,8,2048.0,amd,r5 m330,radeon,pesado,ips,no,17.3,no,659.0
538,lenovo,otro,notebook,windows 10,intel,core i5,2.5,4,2048.0,intel,620,graphics,medio,fhd,no,15.6,no,621.45
1096,hp,probook,notebook,windows 10,intel,core i5,1.6,8,2048.0,intel,620,uhd graphics,ligero,fhd,no,13.3,no,959.0
449,asus,zenbook,convertible,windows 10,intel,core i7,1.8,8,2048.0,intel,620,uhd graphics,ligero,fhd,yes,13.3,yes,1499.0
1290,hp,otro,notebook,windows 10,intel,core i3,2.0,8,2048.0,intel,520,graphics,pesado,ips,no,17.3,no,489.0
665,lenovo,otro,notebook,no os,intel,celeron dual core,1.1,4,2048.0,intel,500,graphics,medio,wxga,no,15.6,no,252.36
693,lenovo,otro,notebook,windows 10,intel,core i5,2.5,8,2560.0,amd,r17m--70,m1,medio,fhd,no,15.6,no,813.0
270,dell,inspiron,notebook,windows 10,intel,core i3,2.0,4,2048.0,amd,r5 m430,radeon,medio,wxga,no,15.6,no,545.67
519,hp,omen,gaming,windows 10,intel,core i7,2.8,8,2560.0,nvidia,gtx 1050,geforce,medio,fhd,no,15.6,no,1099.0
710,lenovo,thinkpad,ultrabook,windows 10,intel,core i5,2.6,8,1024.0,intel,620,graphics,ligero,fhd,no,12.5,no,1760.0
236,hp,probook,notebook,windows 10,intel,core i5,1.6,8,1024.0,intel,620,graphics,medio,fhd,no,14.0,no,860.0
1194,dell,inspiron,notebook,linux,intel,core i7,1.8,8,1024.0,amd,520,radeon,medio,fhd,no,15.6,no,735.07
1075,vero,otro,notebook,windows 10,intel,atom x5,1.44,2,32.0,intel,400,graphics,ligero,wxga,no,14.0,no,210.8
498,hp,omen,gaming,windows 10,intel,core i5,2.3,8,2560.0,nvidia,gtx 1060,geforce,pesado,fhd,no,17.3,no,1129.0
135,asus,zenbook,notebook,windows 10,intel,core i7,2.7,8,3072.0,intel,620,graphics,medio,fhd,no,15.6,no,1224.0
1241,lenovo,ideapad,notebook,windows 10,intel,core i5,2.5,6,2048.0,nvidia,gtx 940m,geforce,pesado,ips,no,17.3,no,649.0
67,hp,elitebook,ultrabook,windows 10,intel,core i5,2.3,4,1000.0,intel,520,graphics,ligero,fhd,no,12.5,no,1579.0
964,asus,otro,notebook,linux,intel,celeron dual core,1.1,4,1000.0,intel,500,graphics,medio,wxga,no,15.6,no,224.0
39,dell,inspiron,notebook,windows 10,intel,core i7,2.7,8,1024.0,amd,r7 m445,radeon,medio,fhd,no,15.6,no,899.0
