id,laptop_ID,Company,Product,TypeName,Inches,Gpu,Price_euros,Pantalla,Marca_Procesador,Modelo_Procesador,SSD,HDD,Flash Storage,Hybrid,Categoria_Peso,Velocidad_Procesador_GHz,S.O,Ram_GB
723,886,Dell,Latitude 7280,Ultrabook,12.5,Intel HD Graphics 620,1690.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.8,Windows 10,8
1077,313,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Nvidia GeForce 940MX,819.0,FHD,Intel,Core i5,128 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,8
877,1307,Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,Intel HD Graphics 515,729.0,FHD,Intel,Core M 6Y30,512 GB,0 GB,0 GB,0 GB,Ligero,0.9,Windows 10,8
645,39,HP,250 G6,Notebook,15.6,Intel HD Graphics 620,488.69,WXGA,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,4
342,314,HP,250 G6,Notebook,15.6,Intel HD Graphics 520,469.0,FHD,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Medio,2.0,Windows 10,4
426,585,MSI,GT73VR Titan,Gaming,17.3,Nvidia GeForce GTX 1070,2729.0,FHD,Intel,Core i7,512 GB,1 TB,0 GB,0 GB,Pesado,2.9,Windows 10,16
753,716,Lenovo,Thinkpad T460p,Notebook,14.0,Intel HD Graphics 520,1191.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.3,Windows 10,8
261,678,Microsoft,Surface Laptop,Ultrabook,13.5,Intel Iris Plus Graphics 640,1867.85,IPS,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,2.8,Windows 10 S,8
395,803,Apple,"MacBook 12""",Ultrabook,12.0,Intel HD Graphics 5300,1165.0,IPS,Intel,Core M 1,0 GB,0 GB,512 GB,0 GB,Ligero,1.2,Mac OS X,8
766,733,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,Intel HD Graphics 620,489.9,WXGA,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,No OS,4
209,1242,Dell,Inspiron 5578,2 in 1 Convertible,15.0,Intel HD Graphics 620,509.0,FHD,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.4,Windows 10,4
1138,1254,HP,EliteBook 840,Ultrabook,14.0,Intel HD Graphics 520,2198.19,QHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 7,8
64,864,Lenovo,ThinkPad T470p,Ultrabook,14.0,Nvidia GeForce GT 940MX,1903.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.8,Windows 10,8
1161,635,Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,Intel HD Graphics 620,639.01,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,6
366,1136,HP,Spectre Pro,Notebook,13.3,Intel HD Graphics 520,1690.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.3,Windows 10,8
92,1104,Acer,Aspire ES1-523,Notebook,15.6,AMD Radeon R5,387.0,WXGA,AMD,A8-Series,0 GB,500 GB,0 GB,0 GB,Medio,2.2,Windows 10,4
50,924,HP,Elitebook Folio,Ultrabook,12.5,Intel HD Graphics 515,3100.0,4K,Intel,Core M 6Y75,240 GB,0 GB,0 GB,0 GB,Ligero,1.2,Windows 10,8
656,877,Toshiba,Portégé Z30-C-188,Ultrabook,13.3,Intel HD Graphics 520,1095.0,WXGA,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.3,Windows 10,8
606,1290,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,Intel HD Graphics,229.0,WXGA,Intel,Celeron Dual Core,0 GB,0 GB,64 GB,0 GB,Medio,1.6,Windows 10,2
503,1194,Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,Intel HD Graphics 520,825.0,FHD,Intel,Core i7,0 GB,0 GB,0 GB,1.0 TB,Medio,2.5,Windows 7,4
1288,934,Dell,Vostro 3568,Notebook,15.6,AMD Radeon R5 M420,684.99,WXGA,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,4
1193,1316,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,Intel HD Graphics 520,638.0,FHD,Intel,Core i7,128 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,4
188,656,Toshiba,Portege Z30-C-16J,Notebook,13.3,Intel HD Graphics 520,1213.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.3,Windows 10,8
945,970,Dell,XPS 13,2 in 1 Convertible,13.3,Intel HD Graphics 615,1899.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,1.2,Windows 10,8
1024,68,HP,250 G6,Notebook,15.6,AMD Radeon 520,438.69,WXGA,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.0,Windows 10,4
53,691,HP,17-bs000nv I3,Notebook,17.3,AMD Radeon R5 520,699.0,FHD,Intel,Core i3,256 GB,0 GB,0 GB,0 GB,Medio,2.0,Windows 10,4
981,632,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Nvidia GeForce 920MX,899.0,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.7,Windows 10,8
1282,1246,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,Nvidia GeForce GTX 960M,1029.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Pesado,2.6,Windows 10,16
721,1240,HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,15.6,AMD Radeon 530,529.0,FHD,AMD,A12-Series,0 GB,1 TB,0 GB,0 GB,Medio,2.7,Windows 10,6
441,1245,Dell,Vostro 3568,Notebook,15.6,Intel HD Graphics 520,521.86,WXGA,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Linux,4
1222,106,HP,Envy 13-ad009n,Ultrabook,13.3,Nvidia GeForce MX150,1119.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,8
992,1165,Dell,Vostro 5568,Notebook,15.6,Nvidia GeForce 940MX,1009.9,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,8
1271,319,Asus,VivoBook Flip,2 in 1 Convertible,11.6,Intel HD Graphics 500,275.0,WXGA,Intel,Celeron Dual Core,0 GB,0 GB,32 GB,0 GB,Ligero,1.1,Windows 10,2
546,1292,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,Intel HD Graphics,369.0,WXGA,Intel,Celeron Dual Core,0 GB,500 GB,0 GB,0 GB,Medio,1.6,Windows 10,4
541,1060,HP,EliteBook 1040,Notebook,14.0,Intel HD Graphics 520,1469.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.3,Windows 7,8
915,655,Razer,Blade Pro,Gaming,14.0,Nvidia GeForce GTX 1060,2599.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.8,Windows 10,16
543,938,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Intel HD Graphics 620,1825.0,FHD,Intel,Core i5,512 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8
139,523,HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,Intel UHD Graphics 620,521.47,WXGA,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,1.6,Windows 10,4
929,1285,Dell,Inspiron 3567,Notebook,15.6,AMD Radeon R5 M430,805.99,WXGA,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.7,Linux,8
565,1145,HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,Intel HD Graphics 620,629.0,WXGA,Intel,Core i7,0 GB,2 TB,0 GB,0 GB,Medio,2.7,Windows 10,8
300,213,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel HD Graphics 620,597.0,WXGA,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
960,860,HP,250 G6,Notebook,15.6,Intel HD Graphics 400,299.0,WXGA,Intel,Celeron Dual Core,128 GB,0 GB,0 GB,0 GB,Medio,1.6,No OS,4
750,954,HP,Omen 17-W006na,Gaming,17.3,Nvidia GeForce GTX 965M,1399.0,FHD,Intel,Core i5,128 GB,1 TB,0 GB,0 GB,Pesado,2.3,Windows 10,8
362,763,Asus,Pro P2540UA-XO0192R,Notebook,15.6,Intel HD Graphics 620,849.9,WXGA,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,4
808,706,Toshiba,Portege Z30T-C-133,Ultrabook,13.3,Intel HD Graphics 520,1877.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,16
263,154,Dell,Inspiron 7567,Gaming,15.6,Nvidia GeForce GTX 1050,899.0,FHD,Intel,Core i7,0 GB,0 GB,0 GB,1.0 TB,Pesado,2.8,Windows 10,8
701,750,Toshiba,Tecra X40-D-10G,Notebook,14.0,Intel HD Graphics 620,1535.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8
549,703,Acer,TravelMate B117-M,Netbook,11.6,Intel HD Graphics,269.0,WXGA,Intel,Celeron Dual Core,0 GB,0 GB,32 GB,0 GB,Ligero,1.6,Windows 10,4
530,775,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,Nvidia GeForce 920MX,470.34,WXGA,Intel,Pentium Quad Core,0 GB,1 TB,0 GB,0 GB,Pesado,1.1,Windows 10,4
1010,723,Lenovo,Thinkpad E470,Notebook,14.0,Nvidia GeForce 920MX,857.07,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
382,191,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050,779.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,No OS,8
80,1172,Dell,XPS 15,Notebook,15.6,Nvidia GeForce 960M,2250.68,4K,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.3,Windows 10,8
939,798,Dell,Inspiron 7567,Gaming,15.6,Nvidia GeForce GTX 1050,985.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Pesado,2.5,Windows 10,8
789,1037,HP,ProBook 440,Notebook,14.0,Nvidia GeForce 930MX,1185.43,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,8
1239,1057,Lenovo,Thinkpad L560,Notebook,15.6,Intel HD Graphics 520,1049.6,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.3,Windows 10,8
871,357,HP,Elitebook 850,Notebook,15.6,Intel HD Graphics 620,1304.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,8
218,1025,HP,EliteBook 820,Ultrabook,12.5,Intel HD Graphics 620,1539.0,FHD,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Ligero,2.5,Windows 10,4
1182,29,Dell,Latitude 5590,Ultrabook,15.6,Intel UHD Graphics 620,1298.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,1.9,Windows 10,8
928,508,HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,AMD Radeon 520,618.99,WXGA,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
722,1181,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Intel HD Graphics 520,459.0,WXGA,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Medio,2.0,Windows 10,8
126,105,Dell,Inspiron 3576,Notebook,15.6,AMD Radeon 520,647.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,1.6,Linux,8
486,395,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel HD Graphics 620,2509.0,QHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,16
1230,312,Toshiba,Satellite Pro,Notebook,15.6,Nvidia GeForce 930M,1043.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
823,345,Dell,Inspiron 7570,Notebook,15.6,Nvidia GeForce 940MX,1142.75,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,1.6,Windows 10,8
1300,1111,Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,638.8,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,8
1190,366,HP,250 G6,Notebook,15.6,Intel HD Graphics 520,439.0,WXGA,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.0,Windows 10,4
401,170,Acer,Aspire 3,Notebook,15.6,Intel HD Graphics 505,363.51,WXGA,Intel,Pentium Quad Core,0 GB,1 TB,0 GB,0 GB,Medio,1.1,Windows 10,4
427,1,Apple,MacBook Pro,Ultrabook,13.3,Intel Iris Plus Graphics 640,1339.69,IPS,Intel,Core i5,128 GB,0 GB,0 GB,0 GB,Ligero,2.3,macOS,8
990,1095,Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,Intel HD Graphics 515,1399.0,QHD,Intel,Core M 6Y75,512 GB,0 GB,0 GB,0 GB,Ligero,1.2,Windows 10,8
1043,822,Dell,Vostro 5568,Notebook,15.6,Nvidia GeForce GT 940MX,961.0,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.7,Windows 10,8
720,1031,Lenovo,ThinkPad P70,Notebook,17.3,Nvidia Quadro 3000M,2968.0,4K,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 7,16
973,301,Acer,Aspire A715-71G,Notebook,15.6,Nvidia GeForce GTX 1050 Ti,979.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.8,Linux,8
191,511,Lenovo,Chromebook N23,Netbook,11.6,Intel HD Graphics 400,265.0,WXGA,Intel,Celeron Dual Core,16 GB,0 GB,0 GB,0 GB,Ligero,1.6,Chrome OS,4
96,593,HP,Omen 17-AN010nv,Gaming,17.3,Nvidia GeForce GTX 1050,1498.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16
1233,294,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Nvidia GeForce 940MX,659.01,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.7,No OS,8
526,800,Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,Intel HD Graphics 500,202.9,FHD,Intel,Celeron Dual Core,0 GB,0 GB,32 GB,0 GB,Ligero,1.1,Windows 10,4
1122,527,Lenovo,Legion Y720-15IKB,Gaming,15.6,Nvidia GeForce GTX 1060,1399.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,8
325,662,HP,250 G6,Notebook,15.6,Intel HD Graphics 520,364.9,WXGA,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.0,No OS,4
315,1283,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,Nvidia GeForce GTX 960M,899.0,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Pesado,2.6,Windows 10,8
554,624,HP,EliteBook 850,Ultrabook,15.6,Intel HD Graphics 620,1389.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,8
902,1155,HP,EliteBook 850,Ultrabook,15.6,Intel HD Graphics 520,2171.72,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 7,8
890,425,Dell,Inspiron 3567,Notebook,15.6,Intel HD Graphics 620,539.95,WXGA,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,8
697,449,Lenovo,ThinkPad X270,Ultrabook,12.5,Intel HD Graphics 620,1429.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8
709,1227,Asus,Rog Strix,Gaming,15.6,Nvidia GeForce GTX 1070,2449.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Medio,2.8,Windows 10,16
130,683,MSI,GP62 7RDX,Gaming,15.6,Nvidia GeForce GTX 1050,1294.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Medio,2.8,Windows 10,16
972,714,Acer,Spin 5,2 in 1 Convertible,13.3,Intel UHD Graphics 620,999.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,1.6,Windows 10,8
333,789,Dell,Alienware 17,Gaming,17.3,Nvidia GeForce GTX 1070M,3588.8,FHD,Intel,Core i7,1 TB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,32
1142,535,Dell,Inspiron 3567,Notebook,15.6,AMD Radeon R5 M430,585.0,FHD,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,2.5,Windows 10,4
934,875,Dell,XPS 13,Ultrabook,13.3,Intel Iris Plus Graphics 640,2240.0,IPS,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,16
520,265,Dell,Inspiron 5770,Notebook,17.3,AMD Radeon 530,1142.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Pesado,1.8,Windows 10,8
1111,1059,HP,EliteBook 850,Notebook,15.6,Intel HD Graphics 520,2103.34,FHD,Intel,Core i5,256 GB,500 GB,0 GB,0 GB,Medio,2.4,Windows 10,8
256,338,Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,14.0,Intel HD Graphics 620,1334.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Medio,2.7,Windows 10,8
156,605,Dell,Latitude 5289,2 in 1 Convertible,12.5,Intel HD Graphics 620,1670.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8
305,279,Toshiba,Satellite Pro,Notebook,15.6,Nvidia GeForce 930M,812.0,WXGA,Intel,Core i7,0 GB,500 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
169,1117,Acer,Chromebook 15,Notebook,15.6,Intel HD Graphics,209.0,WXGA,Intel,Celeron Dual Core,16 GB,0 GB,0 GB,0 GB,Medio,1.5,Chrome OS,4
1254,969,Dell,Alienware 17,Gaming,17.3,Nvidia GeForce GTX 1070,3154.0,4K,Intel,Core i7,512 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16
1191,586,Dell,Inspiron 3567,Notebook,15.6,AMD Radeon R5 M430,749.01,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.7,Linux,8
437,255,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Intel UHD Graphics 620,819.0,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,1.8,Windows 10,8
1177,1156,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel HD Graphics 520,2440.0,QHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Pesado,2.6,Windows 10,16
377,636,Dell,XPS 15,Notebook,15.6,Nvidia GeForce GTX 1050,1820.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.8,Windows 10,8
667,742,Lenovo,ThinkPad 13,Notebook,13.3,Intel HD Graphics 620,960.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8
616,700,HP,ZBook 17,Workstation,17.3,Nvidia Quadro M1200,1907.99,FHD,Intel,Core i7,0 GB,500 GB,0 GB,0 GB,Pesado,2.8,Windows 10,8
1103,771,Google,Pixelbook (Core,Ultrabook,12.3,Intel HD Graphics 615,1559.0,IPS,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,1.2,Chrome OS,8
2,1013,HP,EliteBook 840,Ultrabook,14.0,Intel HD Graphics 620,2089.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,8
583,400,MSI,Leopard GP72M,Gaming,17.3,Nvidia GeForce GTX 1050 Ti,1349.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Pesado,2.8,Windows 10,8
1257,842,Lenovo,Thinkpad T460,Notebook,14.0,Intel HD Graphics 520,1186.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.3,Windows 10,8
848,268,Dell,Vostro 3568,Notebook,15.6,Intel HD Graphics 620,657.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,4
112,8,Apple,Macbook Air,Ultrabook,13.3,Intel HD Graphics 6000,1158.7,IPS,Intel,Core i5,0 GB,0 GB,256 GB,0 GB,Ligero,1.8,macOS,8
1013,52,Acer,Aspire A515-51G,Notebook,15.6,Nvidia GeForce MX150,841.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,1.8,Windows 10,8
1203,446,Asus,VivoBook Max,Notebook,15.6,Intel HD Graphics 620,559.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Linux,4
1166,38,Dell,Inspiron 5770,Notebook,17.3,AMD Radeon 530,979.0,FHD,Intel,Core i5,128 GB,1 TB,0 GB,0 GB,Pesado,1.6,Windows 10,8
435,194,Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,Intel HD Graphics 620,2824.0,QHD,Intel,Core i7,1 TB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,16
633,721,Asus,VivoBook E403NA,Notebook,14.0,Intel HD Graphics 500,298.0,FHD,Intel,Celeron Dual Core,0 GB,0 GB,32 GB,0 GB,Medio,1.1,Windows 10,4
43,369,HP,250 G6,Notebook,15.6,Intel HD Graphics 620,639.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,8
825,873,Toshiba,Portege X30-D-10X,Notebook,13.3,Intel HD Graphics 620,1285.0,FHD,Intel,Core i5,128 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,4
329,306,Asus,Rog GL702VS-GC095T,Gaming,17.3,Nvidia GeForce GTX 1070,2122.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16
602,1184,Lenovo,ThinkPad T570,Notebook,15.6,Intel HD Graphics 620,1390.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
878,502,Lenovo,Thinkpad X260,Ultrabook,12.5,Intel HD Graphics 520,1099.0,WXGA,Intel,Core i5,180 GB,0 GB,0 GB,0 GB,Ligero,2.3,Windows 10,8
70,570,Lenovo,Thinkpad P71,Notebook,17.3,Nvidia Quadro M620M,2999.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Pesado,2.8,Windows 10,8
770,87,Dell,Inspiron 7577,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,1349.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16
965,1200,Dell,Vostro 5568,Notebook,15.6,Nvidia GeForce GT 940MX,895.01,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.7,Linux,8
570,698,Acer,Chromebook 14,Notebook,14.0,Intel HD Graphics 510,375.0,WXGA,Intel,Celeron Dual Core,0 GB,0 GB,32 GB,0 GB,Ligero,1.6,Chrome OS,4
282,1304,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,Intel HD Graphics,229.0,WXGA,Intel,Celeron Dual Core,0 GB,0 GB,64 GB,0 GB,Medio,1.6,Windows 10,2
7,234,HP,ZBook 15u,Notebook,15.6,AMD FirePro W4190M ,1269.0,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.7,Windows 10,8
120,148,Asus,ZenBook UX430UA,Ultrabook,14.0,Intel UHD Graphics 620,1099.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,1.8,Windows 10,8
189,90,Asus,FX503VM-E4007T (i7-7700HQ/16GB/1TB,Gaming,15.6,Nvidia GeForce GTX 1060,1449.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Medio,2.8,Windows 10,16
301,9,Asus,ZenBook UX430UN,Ultrabook,14.0,Nvidia GeForce MX150,1495.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,1.8,Windows 10,16
490,11,HP,250 G6,Notebook,15.6,Intel HD Graphics 620,393.9,WXGA,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,2.5,No OS,4
913,1299,Dell,Inspiron 3567,Notebook,15.6,AMD Radeon R5 M430,805.99,WXGA,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.7,Linux,8
296,682,HP,Pavilion X360,2 in 1 Convertible,14.0,Nvidia GeForce 940MX,699.0,FHD,Intel,Core i3,128 GB,0 GB,0 GB,0 GB,Medio,2.4,Windows 10,4
1078,1262,HP,EliteBook 840,Notebook,14.0,Intel HD Graphics 520,1099.99,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.3,Windows 7,4
577,1126,Dell,Vostro 3559,Notebook,15.6,AMD Radeon R5 M315,769.15,WXGA,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,2.3,Windows 7,4
452,1129,Lenovo,Yoga Book,2 in 1 Convertible,10.1,Intel HD Graphics 400,549.0,IPS,Intel,Atom x5,0 GB,0 GB,64 GB,0 GB,Ligero,1.44,Android,4
841,1049,HP,EliteBook 820,Ultrabook,12.5,Intel HD Graphics 520,1349.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8
356,431,Dell,Alienware 17,Gaming,17.3,Nvidia GeForce GTX 1070,2799.0,QHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.9,Windows 10,16
267,370,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Nvidia GeForce 920MX ,499.0,WXGA,Intel,Core i3,256 GB,0 GB,0 GB,0 GB,Medio,2.0,No OS,8
425,1113,HP,250 G5,Notebook,15.6,Intel HD Graphics 405,500.0,WXGA,Intel,Pentium Quad Core,0 GB,1 TB,0 GB,0 GB,Medio,1.6,Windows 10,4
465,964,HP,ZBook Studio,Workstation,15.6,Nvidia Quadro M1000M,2249.0,FHD,Intel,Core i7,8 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,8
755,174,Huawei,MateBook X,Ultrabook,13.0,Intel HD Graphics 620,1349.0,IPS,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8
754,207,Lenovo,Legion Y720-15IKB,Gaming,15.6,Nvidia GeForce GTX 1060,1749.0,FHD,Intel,Core i7,512 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16
598,1023,HP,Probook 440,Notebook,14.0,Intel HD Graphics 620,684.0,WXGA,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.4,Windows 10,4
48,228,HP,ProBook 450,Notebook,15.6,Intel UHD Graphics 620,794.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,1.6,Windows 10,8
434,786,Acer,Swift 3,Notebook,14.0,Intel HD Graphics 620,636.0,FHD,Intel,Core i3,128 GB,0 GB,0 GB,0 GB,Medio,2.4,Windows 10,4
