id,laptop_ID,Company,Product,TypeName,Inches,Ram,Gpu,OpSys,Price_euros,Pantalla,Touchscreen,Marca_Procesador,Modelo_Procesador,Velocidad_Procesador,SSD,HDD,Flash Storage,Hybrid,Peso_KG
381,705,Asus,Chromebook Flip,2 in 1 Convertible,12.5,4GB,Intel HD Graphics 515,Chrome OS,669.0,FHD,Yes,Intel,Core M M3,0.9GHz,0 GB,0 GB,64 GB,0 GB,1.2
512,915,Lenovo,ThinkPad X1,Ultrabook,14.0,8GB,Intel HD Graphics 620,Windows 10,2049.0,FHD,No,Intel,Core i7,2.7GHz,0 GB,0 GB,256 GB,0 GB,1.13
494,785,Lenovo,Thinkpad P50,Notebook,15.6,16GB,Nvidia Quadro M2000M,Windows 7,2370.0,4K,No,Intel,Core i7,2.7GHz,512 GB,0 GB,0 GB,0 GB,2.5
742,1034,Dell,Inspiron 5568,2 in 1 Convertible,15.6,4GB,Intel HD Graphics 520,Windows 10,795.99,FHD,Yes,Intel,Core i3,2.3GHz,0 GB,1 TB,0 GB,0 GB,2.08
61,372,Dell,Inspiron 5770,Notebook,17.3,8GB,AMD Radeon 530,Windows 10,1085.0,FHD,No,Intel,Core i5,1.6GHz,128 GB,1 TB,0 GB,0 GB,2.8
907,1038,Dell,Latitude E5570,Notebook,15.6,8GB,Intel HD Graphics 520,Windows 10,1046.44,FHD,No,Intel,Core i5,2.4GHz,0 GB,500 GB,0 GB,0 GB,2.09
308,610,MSI,Laptop MSI,Gaming,17.3,16GB,Nvidia GeForce GTX 970M,Windows 10,2199.0,FHD,No,Intel,Core i7,2.7GHz,128 GB,1 TB,0 GB,0 GB,4.14
72,1306,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,4GB,Intel HD Graphics,Windows 10,369.0,WXGA,No,Intel,Celeron Dual Core,1.6GHz,0 GB,500 GB,0 GB,0 GB,2.2
454,485,Dell,Inspiron 3576,Notebook,15.6,8GB,AMD Radeon 520,Windows 10,675.0,FHD,No,Intel,Core i5,1.6GHz,0 GB,1 TB,0 GB,0 GB,2.2
978,905,MSI,GS73VR Stealth,Gaming,17.3,16GB,Nvidia GeForce GTX 1060,Windows 10,2649.0,4K,No,Intel,Core i7,2.6GHz,512 GB,2 TB,0 GB,0 GB,2.43
581,587,Mediacom,SmartBook Edge,Notebook,14.0,4GB,Intel HD Graphics 500,Windows 10,389.0,FHD,No,Intel,Celeron Quad Core,1.1GHz,32 GB,0 GB,0 GB,0 GB,1.45
1192,254,Apple,MacBook Pro,Ultrabook,13.3,8GB,Intel Iris Plus Graphics 650,macOS,2040.0,IPS,No,Intel,Core i5,3.1GHz,512 GB,0 GB,0 GB,0 GB,1.37
1268,426,Lenovo,ThinkPad E480,Ultrabook,14.0,8GB,AMD Radeon RX 550,Windows 10,1215.38,FHD,No,Intel,Core i7,1.8GHz,256 GB,0 GB,0 GB,0 GB,1.75
1160,646,Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,8GB,Intel HD Graphics 620,Windows 10,1757.42,FHD,Yes,Intel,Core i7,2.7GHz,256 GB,0 GB,0 GB,0 GB,1.37
1040,881,Lenovo,ThinkPad L570,Notebook,15.6,4GB,Intel HD Graphics 620,Windows 10,1055.0,WXGA,No,Intel,Core i5,2.5GHz,0 GB,500 GB,0 GB,0 GB,2.38
658,542,Dell,Latitude 5580,Notebook,15.6,8GB,Nvidia GeForce 930MX,Windows 10,1369.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,0 GB,0 GB,0 GB,1.93
1018,1122,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,4GB,Intel HD Graphics 520,Windows 10,867.0,FHD,Yes,Intel,Core i5,2.3GHz,256 GB,0 GB,0 GB,0 GB,2.1
531,351,Lenovo,Legion Y520-15IKBN,Gaming,15.6,16GB,Nvidia GeForce GTX 1050 Ti,Windows 10,1129.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,2 TB,0 GB,0 GB,2.4
723,886,Dell,Latitude 7280,Ultrabook,12.5,8GB,Intel HD Graphics 620,Windows 10,1690.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,0 GB,0 GB,0 GB,1.6
1077,313,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,8GB,Nvidia GeForce 940MX,Windows 10,819.0,FHD,No,Intel,Core i5,2.5GHz,128 GB,1 TB,0 GB,0 GB,2.3
877,1307,Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,8GB,Intel HD Graphics 515,Windows 10,729.0,FHD,No,Intel,Core M 6Y30,0.9GHz,512 GB,0 GB,0 GB,0 GB,1.2
645,39,HP,250 G6,Notebook,15.6,4GB,Intel HD Graphics 620,Windows 10,488.69,WXGA,No,Intel,Core i5,2.5GHz,0 GB,1 TB,0 GB,0 GB,1.86
342,314,HP,250 G6,Notebook,15.6,4GB,Intel HD Graphics 520,Windows 10,469.0,FHD,No,Intel,Core i3,2GHz,0 GB,1 TB,0 GB,0 GB,1.86
426,585,MSI,GT73VR Titan,Gaming,17.3,16GB,Nvidia GeForce GTX 1070,Windows 10,2729.0,FHD,No,Intel,Core i7,2.9GHz,512 GB,1 TB,0 GB,0 GB,4.14
753,716,Lenovo,Thinkpad T460p,Notebook,14.0,8GB,Intel HD Graphics 520,Windows 10,1191.0,FHD,No,Intel,Core i5,2.3GHz,256 GB,0 GB,0 GB,0 GB,1.8
261,678,Microsoft,Surface Laptop,Ultrabook,13.5,8GB,Intel Iris Plus Graphics 640,Windows 10 S,1867.85,IPS,Yes,Intel,Core i7,2.8GHz,256 GB,0 GB,0 GB,0 GB,1.252
395,803,Apple,"MacBook 12""",Ultrabook,12.0,8GB,Intel HD Graphics 5300,Mac OS X,1165.0,IPS,No,Intel,Core M 1,1.2GHz,0 GB,0 GB,512 GB,0 GB,0.92
766,733,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,4GB,Intel HD Graphics 620,No OS,489.9,WXGA,No,Intel,Core i5,2.5GHz,0 GB,1 TB,0 GB,0 GB,1.9
209,1242,Dell,Inspiron 5578,2 in 1 Convertible,15.0,4GB,Intel HD Graphics 620,Windows 10,509.0,FHD,Yes,Intel,Core i3,2.4GHz,0 GB,500 GB,0 GB,0 GB,2.08
1138,1254,HP,EliteBook 840,Ultrabook,14.0,8GB,Intel HD Graphics 520,Windows 7,2198.19,QHD,No,Intel,Core i7,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.54
64,864,Lenovo,ThinkPad T470p,Ultrabook,14.0,8GB,Nvidia GeForce GT 940MX,Windows 10,1903.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,0 GB,0 GB,0 GB,1.96
1161,635,Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,6GB,Intel HD Graphics 620,Windows 10,639.01,FHD,Yes,Intel,Core i5,2.5GHz,0 GB,1 TB,0 GB,0 GB,1.5
366,1136,HP,Spectre Pro,Notebook,13.3,8GB,Intel HD Graphics 520,Windows 10,1690.0,FHD,No,Intel,Core i5,2.3GHz,256 GB,0 GB,0 GB,0 GB,1.16
92,1104,Acer,Aspire ES1-523,Notebook,15.6,4GB,AMD Radeon R5,Windows 10,387.0,WXGA,No,AMD,A8-Series,2.2GHz,0 GB,500 GB,0 GB,0 GB,2.4
50,924,HP,Elitebook Folio,Ultrabook,12.5,8GB,Intel HD Graphics 515,Windows 10,3100.0,4K,Yes,Intel,Core M 6Y75,1.2GHz,240 GB,0 GB,0 GB,0 GB,1.09
656,877,Toshiba,Portégé Z30-C-188,Ultrabook,13.3,8GB,Intel HD Graphics 520,Windows 10,1095.0,WXGA,No,Intel,Core i5,2.3GHz,256 GB,0 GB,0 GB,0 GB,1.2
606,1290,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,2GB,Intel HD Graphics,Windows 10,229.0,WXGA,No,Intel,Celeron Dual Core,1.6GHz,0 GB,0 GB,64 GB,0 GB,1.5
503,1194,Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,4GB,Intel HD Graphics 520,Windows 7,825.0,FHD,No,Intel,Core i7,2.5GHz,0 GB,0 GB,0 GB,1.0 TB,2.32
1288,934,Dell,Vostro 3568,Notebook,15.6,4GB,AMD Radeon R5 M420,Windows 10,684.99,WXGA,No,Intel,Core i5,2.5GHz,0 GB,1 TB,0 GB,0 GB,2.18
1193,1316,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,4GB,Intel HD Graphics 520,Windows 10,638.0,FHD,Yes,Intel,Core i7,2.5GHz,128 GB,0 GB,0 GB,0 GB,1.8
188,656,Toshiba,Portege Z30-C-16J,Notebook,13.3,8GB,Intel HD Graphics 520,Windows 10,1213.0,FHD,No,Intel,Core i5,2.3GHz,256 GB,0 GB,0 GB,0 GB,1.2
945,970,Dell,XPS 13,2 in 1 Convertible,13.3,8GB,Intel HD Graphics 615,Windows 10,1899.0,FHD,Yes,Intel,Core i5,1.2GHz,256 GB,0 GB,0 GB,0 GB,1.24
1024,68,HP,250 G6,Notebook,15.6,4GB,AMD Radeon 520,Windows 10,438.69,WXGA,No,Intel,Core i3,2GHz,0 GB,500 GB,0 GB,0 GB,1.86
53,691,HP,17-bs000nv I3,Notebook,17.3,4GB,AMD Radeon R5 520,Windows 10,699.0,FHD,No,Intel,Core i3,2GHz,256 GB,0 GB,0 GB,0 GB,2.5
981,632,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,8GB,Nvidia GeForce 920MX,Windows 10,899.0,FHD,No,Intel,Core i7,2.7GHz,0 GB,1 TB,0 GB,0 GB,2.2
1282,1246,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,16GB,Nvidia GeForce GTX 960M,Windows 10,1029.0,FHD,Yes,Intel,Core i7,2.6GHz,128 GB,1 TB,0 GB,0 GB,2.6
721,1240,HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,15.6,6GB,AMD Radeon 530,Windows 10,529.0,FHD,No,AMD,A12-Series,2.7GHz,0 GB,1 TB,0 GB,0 GB,2.1
441,1245,Dell,Vostro 3568,Notebook,15.6,4GB,Intel HD Graphics 520,Linux,521.86,WXGA,No,Intel,Core i5,2.5GHz,0 GB,1 TB,0 GB,0 GB,2.18
1222,106,HP,Envy 13-ad009n,Ultrabook,13.3,8GB,Nvidia GeForce MX150,Windows 10,1119.0,FHD,No,Intel,Core i7,2.7GHz,256 GB,0 GB,0 GB,0 GB,1.38
992,1165,Dell,Vostro 5568,Notebook,15.6,8GB,Nvidia GeForce 940MX,Windows 10,1009.9,FHD,No,Intel,Core i7,2.7GHz,256 GB,0 GB,0 GB,0 GB,2.18
1271,319,Asus,VivoBook Flip,2 in 1 Convertible,11.6,2GB,Intel HD Graphics 500,Windows 10,275.0,WXGA,Yes,Intel,Celeron Dual Core,1.1GHz,0 GB,0 GB,32 GB,0 GB,1.1
546,1292,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,4GB,Intel HD Graphics,Windows 10,369.0,WXGA,No,Intel,Celeron Dual Core,1.6GHz,0 GB,500 GB,0 GB,0 GB,2.2
541,1060,HP,EliteBook 1040,Notebook,14.0,8GB,Intel HD Graphics 520,Windows 7,1469.0,FHD,No,Intel,Core i5,2.3GHz,256 GB,0 GB,0 GB,0 GB,1.43
915,655,Razer,Blade Pro,Gaming,14.0,16GB,Nvidia GeForce GTX 1060,Windows 10,2599.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,0 GB,0 GB,0 GB,1.95
543,938,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8GB,Intel HD Graphics 620,Windows 10,1825.0,FHD,Yes,Intel,Core i5,2.5GHz,512 GB,0 GB,0 GB,0 GB,1.37
139,523,HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,4GB,Intel UHD Graphics 620,Windows 10,521.47,WXGA,Yes,Intel,Core i5,1.6GHz,0 GB,1 TB,0 GB,0 GB,2.04
929,1285,Dell,Inspiron 3567,Notebook,15.6,8GB,AMD Radeon R5 M430,Linux,805.99,WXGA,No,Intel,Core i7,2.7GHz,0 GB,1 TB,0 GB,0 GB,2.3
565,1145,HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,8GB,Intel HD Graphics 620,Windows 10,629.0,WXGA,No,Intel,Core i7,2.7GHz,0 GB,2 TB,0 GB,0 GB,2.04
300,213,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8GB,Intel HD Graphics 620,Windows 10,597.0,WXGA,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,2.2
960,860,HP,250 G6,Notebook,15.6,4GB,Intel HD Graphics 400,No OS,299.0,WXGA,No,Intel,Celeron Dual Core,1.6GHz,128 GB,0 GB,0 GB,0 GB,1.86
750,954,HP,Omen 17-W006na,Gaming,17.3,8GB,Nvidia GeForce GTX 965M,Windows 10,1399.0,FHD,No,Intel,Core i5,2.3GHz,128 GB,1 TB,0 GB,0 GB,2.75
362,763,Asus,Pro P2540UA-XO0192R,Notebook,15.6,4GB,Intel HD Graphics 620,Windows 10,849.9,WXGA,No,Intel,Core i7,2.7GHz,256 GB,0 GB,0 GB,0 GB,2.37
808,706,Toshiba,Portege Z30T-C-133,Ultrabook,13.3,16GB,Intel HD Graphics 520,Windows 10,1877.0,FHD,Yes,Intel,Core i7,2.5GHz,512 GB,0 GB,0 GB,0 GB,1.36
263,154,Dell,Inspiron 7567,Gaming,15.6,8GB,Nvidia GeForce GTX 1050,Windows 10,899.0,FHD,No,Intel,Core i7,2.8GHz,0 GB,0 GB,0 GB,1.0 TB,2.62
701,750,Toshiba,Tecra X40-D-10G,Notebook,14.0,8GB,Intel HD Graphics 620,Windows 10,1535.0,FHD,Yes,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.25
549,703,Acer,TravelMate B117-M,Netbook,11.6,4GB,Intel HD Graphics,Windows 10,269.0,WXGA,No,Intel,Celeron Dual Core,1.6GHz,0 GB,0 GB,32 GB,0 GB,1.4
530,775,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,4GB,Nvidia GeForce 920MX,Windows 10,470.34,WXGA,No,Intel,Pentium Quad Core,1.1GHz,0 GB,1 TB,0 GB,0 GB,2.8
1010,723,Lenovo,Thinkpad E470,Notebook,14.0,8GB,Nvidia GeForce 920MX,Windows 10,857.07,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.87
382,191,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8GB,Nvidia GeForce GTX 1050,No OS,779.0,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,2.4
80,1172,Dell,XPS 15,Notebook,15.6,8GB,Nvidia GeForce 960M,Windows 10,2250.68,4K,Yes,Intel,Core i5,2.3GHz,256 GB,0 GB,0 GB,0 GB,2.04
939,798,Dell,Inspiron 7567,Gaming,15.6,8GB,Nvidia GeForce GTX 1050,Windows 10,985.0,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,2.62
789,1037,HP,ProBook 440,Notebook,14.0,8GB,Nvidia GeForce 930MX,Windows 10,1185.43,FHD,No,Intel,Core i7,2.7GHz,256 GB,0 GB,0 GB,0 GB,1.64
1239,1057,Lenovo,Thinkpad L560,Notebook,15.6,8GB,Intel HD Graphics 520,Windows 10,1049.6,FHD,No,Intel,Core i5,2.3GHz,256 GB,0 GB,0 GB,0 GB,2.3
871,357,HP,Elitebook 850,Notebook,15.6,8GB,Intel HD Graphics 620,Windows 10,1304.0,FHD,No,Intel,Core i7,2.7GHz,256 GB,0 GB,0 GB,0 GB,1.84
218,1025,HP,EliteBook 820,Ultrabook,12.5,4GB,Intel HD Graphics 620,Windows 10,1539.0,FHD,No,Intel,Core i5,2.5GHz,0 GB,500 GB,0 GB,0 GB,1.26
1182,29,Dell,Latitude 5590,Ultrabook,15.6,8GB,Intel UHD Graphics 620,Windows 10,1298.0,FHD,No,Intel,Core i7,1.9GHz,256 GB,0 GB,0 GB,0 GB,1.88
928,508,HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,8GB,AMD Radeon 520,Windows 10,618.99,WXGA,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.91
722,1181,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,8GB,Intel HD Graphics 520,Windows 10,459.0,WXGA,No,Intel,Core i3,2.0GHz,0 GB,1 TB,0 GB,0 GB,2.2
126,105,Dell,Inspiron 3576,Notebook,15.6,8GB,AMD Radeon 520,Linux,647.0,FHD,No,Intel,Core i5,1.6GHz,0 GB,1 TB,0 GB,0 GB,2.2
486,395,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,16GB,Intel HD Graphics 620,Windows 10,2509.0,QHD,Yes,Intel,Core i7,2.7GHz,512 GB,0 GB,0 GB,0 GB,1.42
1230,312,Toshiba,Satellite Pro,Notebook,15.6,8GB,Nvidia GeForce 930M,Windows 10,1043.0,FHD,No,Intel,Core i7,2.5GHz,256 GB,0 GB,0 GB,0 GB,2.2
823,345,Dell,Inspiron 7570,Notebook,15.6,8GB,Nvidia GeForce 940MX,Windows 10,1142.75,FHD,No,Intel,Core i5,1.6GHz,256 GB,0 GB,0 GB,0 GB,2.0
1300,1111,Dell,Inspiron 5567,Notebook,15.6,8GB,AMD Radeon R7 M445,Windows 10,638.8,FHD,No,Intel,Core i5,2.5GHz,0 GB,1 TB,0 GB,0 GB,2.36
1190,366,HP,250 G6,Notebook,15.6,4GB,Intel HD Graphics 520,Windows 10,439.0,WXGA,No,Intel,Core i3,2GHz,0 GB,500 GB,0 GB,0 GB,1.86
401,170,Acer,Aspire 3,Notebook,15.6,4GB,Intel HD Graphics 505,Windows 10,363.51,WXGA,No,Intel,Pentium Quad Core,1.1GHz,0 GB,1 TB,0 GB,0 GB,2.1
427,1,Apple,MacBook Pro,Ultrabook,13.3,8GB,Intel Iris Plus Graphics 640,macOS,1339.69,IPS,No,Intel,Core i5,2.3GHz,128 GB,0 GB,0 GB,0 GB,1.37
990,1095,Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,8GB,Intel HD Graphics 515,Windows 10,1399.0,QHD,Yes,Intel,Core M 6Y75,1.2GHz,512 GB,0 GB,0 GB,0 GB,0.99
1043,822,Dell,Vostro 5568,Notebook,15.6,8GB,Nvidia GeForce GT 940MX,Windows 10,961.0,FHD,No,Intel,Core i7,2.7GHz,0 GB,1 TB,0 GB,0 GB,1.98
720,1031,Lenovo,ThinkPad P70,Notebook,17.3,16GB,Nvidia Quadro 3000M,Windows 7,2968.0,4K,No,Intel,Core i7,2.7GHz,512 GB,0 GB,0 GB,0 GB,2.4
973,301,Acer,Aspire A715-71G,Notebook,15.6,8GB,Nvidia GeForce GTX 1050 Ti,Linux,979.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,0 GB,0 GB,0 GB,2.5
191,511,Lenovo,Chromebook N23,Netbook,11.6,4GB,Intel HD Graphics 400,Chrome OS,265.0,WXGA,No,Intel,Celeron Dual Core,1.6GHz,16 GB,0 GB,0 GB,0 GB,1.25
96,593,HP,Omen 17-AN010nv,Gaming,17.3,16GB,Nvidia GeForce GTX 1050,Windows 10,1498.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,1 TB,0 GB,0 GB,3.78
1233,294,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,8GB,Nvidia GeForce 940MX,No OS,659.01,FHD,No,Intel,Core i7,2.7GHz,0 GB,1 TB,0 GB,0 GB,2.2
526,800,Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,4GB,Intel HD Graphics 500,Windows 10,202.9,FHD,No,Intel,Celeron Dual Core,1.1GHz,0 GB,0 GB,32 GB,0 GB,1.22
1122,527,Lenovo,Legion Y720-15IKB,Gaming,15.6,8GB,Nvidia GeForce GTX 1060,Windows 10,1399.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,1 TB,0 GB,0 GB,3.2
325,662,HP,250 G6,Notebook,15.6,4GB,Intel HD Graphics 520,No OS,364.9,WXGA,No,Intel,Core i3,2GHz,0 GB,500 GB,0 GB,0 GB,1.86
315,1283,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,8GB,Nvidia GeForce GTX 960M,Windows 10,899.0,FHD,No,Intel,Core i7,2.6GHz,0 GB,1 TB,0 GB,0 GB,2.6
554,624,HP,EliteBook 850,Ultrabook,15.6,8GB,Intel HD Graphics 620,Windows 10,1389.0,FHD,No,Intel,Core i7,2.7GHz,512 GB,0 GB,0 GB,0 GB,1.84
902,1155,HP,EliteBook 850,Ultrabook,15.6,8GB,Intel HD Graphics 520,Windows 7,2171.72,FHD,No,Intel,Core i7,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.88
890,425,Dell,Inspiron 3567,Notebook,15.6,8GB,Intel HD Graphics 620,Windows 10,539.95,WXGA,No,Intel,Core i5,2.5GHz,0 GB,1 TB,0 GB,0 GB,2.14
697,449,Lenovo,ThinkPad X270,Ultrabook,12.5,8GB,Intel HD Graphics 620,Windows 10,1429.0,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.36
709,1227,Asus,Rog Strix,Gaming,15.6,16GB,Nvidia GeForce GTX 1070,Windows 10,2449.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,1 TB,0 GB,0 GB,2.2
130,683,MSI,GP62 7RDX,Gaming,15.6,16GB,Nvidia GeForce GTX 1050,Windows 10,1294.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,1 TB,0 GB,0 GB,2.4
972,714,Acer,Spin 5,2 in 1 Convertible,13.3,8GB,Intel UHD Graphics 620,Windows 10,999.0,FHD,Yes,Intel,Core i5,1.6GHz,256 GB,0 GB,0 GB,0 GB,1.6
333,789,Dell,Alienware 17,Gaming,17.3,32GB,Nvidia GeForce GTX 1070M,Windows 10,3588.8,FHD,No,Intel,Core i7,2.8GHz,1 TB,1 TB,0 GB,0 GB,4.42
1142,535,Dell,Inspiron 3567,Notebook,15.6,4GB,AMD Radeon R5 M430,Windows 10,585.0,FHD,No,Intel,Core i5,2.5GHz,0 GB,500 GB,0 GB,0 GB,2.3
934,875,Dell,XPS 13,Ultrabook,13.3,16GB,Intel Iris Plus Graphics 640,Windows 10,2240.0,IPS,Yes,Intel,Core i7,2.5GHz,512 GB,0 GB,0 GB,0 GB,1.29
520,265,Dell,Inspiron 5770,Notebook,17.3,8GB,AMD Radeon 530,Windows 10,1142.0,FHD,No,Intel,Core i7,1.8GHz,128 GB,1 TB,0 GB,0 GB,2.8
1111,1059,HP,EliteBook 850,Notebook,15.6,8GB,Intel HD Graphics 520,Windows 10,2103.34,FHD,No,Intel,Core i5,2.4GHz,256 GB,500 GB,0 GB,0 GB,1.84
256,338,Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,14.0,8GB,Intel HD Graphics 620,Windows 10,1334.0,FHD,No,Intel,Core i7,2.7GHz,256 GB,1 TB,0 GB,0 GB,2.0
156,605,Dell,Latitude 5289,2 in 1 Convertible,12.5,8GB,Intel HD Graphics 620,Windows 10,1670.0,FHD,Yes,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.34
305,279,Toshiba,Satellite Pro,Notebook,15.6,8GB,Nvidia GeForce 930M,Windows 10,812.0,WXGA,No,Intel,Core i7,2.5GHz,0 GB,500 GB,0 GB,0 GB,2.2
169,1117,Acer,Chromebook 15,Notebook,15.6,4GB,Intel HD Graphics,Chrome OS,209.0,WXGA,No,Intel,Celeron Dual Core,1.5GHz,16 GB,0 GB,0 GB,0 GB,2.2
1254,969,Dell,Alienware 17,Gaming,17.3,16GB,Nvidia GeForce GTX 1070,Windows 10,3154.0,4K,No,Intel,Core i7,2.8GHz,512 GB,1 TB,0 GB,0 GB,4.36
1191,586,Dell,Inspiron 3567,Notebook,15.6,8GB,AMD Radeon R5 M430,Linux,749.01,FHD,No,Intel,Core i7,2.7GHz,256 GB,0 GB,0 GB,0 GB,2.2
437,255,Dell,Inspiron 5579,2 in 1 Convertible,15.6,8GB,Intel UHD Graphics 620,Windows 10,819.0,FHD,Yes,Intel,Core i7,1.8GHz,0 GB,1 TB,0 GB,0 GB,2.08
1177,1156,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,16GB,Intel HD Graphics 520,Windows 10,2440.0,QHD,Yes,Intel,Core i7,2.6GHz,512 GB,0 GB,0 GB,0 GB,2.8
377,636,Dell,XPS 15,Notebook,15.6,8GB,Nvidia GeForce GTX 1050,Windows 10,1820.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,0 GB,0 GB,0 GB,2.0
667,742,Lenovo,ThinkPad 13,Notebook,13.3,8GB,Intel HD Graphics 620,Windows 10,960.0,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.44
616,700,HP,ZBook 17,Workstation,17.3,8GB,Nvidia Quadro M1200,Windows 10,1907.99,FHD,No,Intel,Core i7,2.8GHz,0 GB,500 GB,0 GB,0 GB,3.14
1103,771,Google,Pixelbook (Core,Ultrabook,12.3,8GB,Intel HD Graphics 615,Chrome OS,1559.0,IPS,Yes,Intel,Core i5,1.2GHz,256 GB,0 GB,0 GB,0 GB,1.1
2,1013,HP,EliteBook 840,Ultrabook,14.0,8GB,Intel HD Graphics 620,Windows 10,2089.0,FHD,No,Intel,Core i7,2.7GHz,512 GB,0 GB,0 GB,0 GB,1.48
583,400,MSI,Leopard GP72M,Gaming,17.3,8GB,Nvidia GeForce GTX 1050 Ti,Windows 10,1349.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,0 GB,0 GB,0 GB,2.7
1257,842,Lenovo,Thinkpad T460,Notebook,14.0,8GB,Intel HD Graphics 520,Windows 10,1186.0,FHD,No,Intel,Core i5,2.3GHz,256 GB,0 GB,0 GB,0 GB,1.7
848,268,Dell,Vostro 3568,Notebook,15.6,4GB,Intel HD Graphics 620,Windows 10,657.0,FHD,No,Intel,Core i5,2.5GHz,0 GB,1 TB,0 GB,0 GB,2.18
112,8,Apple,Macbook Air,Ultrabook,13.3,8GB,Intel HD Graphics 6000,macOS,1158.7,IPS,No,Intel,Core i5,1.8GHz,0 GB,0 GB,256 GB,0 GB,1.34
1013,52,Acer,Aspire A515-51G,Notebook,15.6,8GB,Nvidia GeForce MX150,Windows 10,841.0,FHD,No,Intel,Core i7,1.8GHz,256 GB,0 GB,0 GB,0 GB,2.2
1203,446,Asus,VivoBook Max,Notebook,15.6,4GB,Intel HD Graphics 620,Linux,559.0,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,2.0
1166,38,Dell,Inspiron 5770,Notebook,17.3,8GB,AMD Radeon 530,Windows 10,979.0,FHD,No,Intel,Core i5,1.6GHz,128 GB,1 TB,0 GB,0 GB,2.8
435,194,Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,16GB,Intel HD Graphics 620,Windows 10,2824.0,QHD,Yes,Intel,Core i7,2.7GHz,1 TB,0 GB,0 GB,0 GB,1.42
633,721,Asus,VivoBook E403NA,Notebook,14.0,4GB,Intel HD Graphics 500,Windows 10,298.0,FHD,No,Intel,Celeron Dual Core,1.1GHz,0 GB,0 GB,32 GB,0 GB,1.5
43,369,HP,250 G6,Notebook,15.6,8GB,Intel HD Graphics 620,Windows 10,639.0,FHD,No,Intel,Core i5,2.5GHz,0 GB,1 TB,0 GB,0 GB,1.86
825,873,Toshiba,Portege X30-D-10X,Notebook,13.3,4GB,Intel HD Graphics 620,Windows 10,1285.0,FHD,No,Intel,Core i5,2.5GHz,128 GB,0 GB,0 GB,0 GB,1.05
