id,laptop_ID,Company,Inches,Gpu,Price_euros,Pantalla,Marca_Procesador,Modelo_Procesador,SSD,HDD,Flash Storage,Hybrid,Categoria_Peso,Velocidad_Procesador_GHz,S.O,Ram_GB,Tipo_Portatil,Nombre_Producto
766,733,Lenovo,15.6,Intel HD Graphics 620,489.9,WXGA,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,No OS,4,Notebook,V310-15IKB
209,1242,Dell,15.0,Intel HD Graphics 620,509.0,FHD,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.4,Windows 10,4,Convertible,Inspiron 5578
1138,1254,HP,14.0,Intel HD Graphics 520,2198.19,QHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 7,8,Ultrabook,EliteBook 840
64,864,Lenovo,14.0,Nvidia GeForce GT 940MX,1903.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.8,Windows 10,8,Ultrabook,ThinkPad T470p
1161,635,Asus,13.3,Intel HD Graphics 620,639.01,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,6,Convertible,Q304UA-BHI5T11
366,1136,HP,13.3,Intel HD Graphics 520,1690.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.3,Windows 10,8,Notebook,Spectre Pro
92,1104,Acer,15.6,AMD Radeon R5,387.0,WXGA,AMD,A8-Series,0 GB,500 GB,0 GB,0 GB,Medio,2.2,Windows 10,4,Notebook,Aspire ES1-523
50,924,HP,12.5,Intel HD Graphics 515,3100.0,4K,Intel,Core M 6Y75,240 GB,0 GB,0 GB,0 GB,Ligero,1.2,Windows 10,8,Ultrabook,Elitebook Folio
656,877,Toshiba,13.3,Intel HD Graphics 520,1095.0,WXGA,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.3,Windows 10,8,Ultrabook,Portégé Z30-C-188
606,1290,Lenovo,14.0,Intel HD Graphics,229.0,WXGA,Intel,Celeron Dual Core,0 GB,0 GB,64 GB,0 GB,Medio,1.6,Windows 10,2,Notebook,IdeaPad 100S-14IBR
503,1194,Lenovo,15.6,Intel HD Graphics 520,825.0,FHD,Intel,Core i7,0 GB,0 GB,0 GB,1.0 TB,Medio,2.5,Windows 7,4,Notebook,B51-80
1288,934,Dell,15.6,AMD Radeon R5 M420,684.99,WXGA,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,4,Notebook,Vostro 3568
1193,1316,Lenovo,14.0,Intel HD Graphics 520,638.0,FHD,Intel,Core i7,128 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,4,Convertible,Yoga 500-14ISK
188,656,Toshiba,13.3,Intel HD Graphics 520,1213.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.3,Windows 10,8,Notebook,Portege Z30-C-16J
945,970,Dell,13.3,Intel HD Graphics 615,1899.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,1.2,Windows 10,8,Convertible,XPS 13
1024,68,HP,15.6,AMD Radeon 520,438.69,WXGA,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.0,Windows 10,4,Notebook,250 G6
53,691,HP,17.3,AMD Radeon R5 520,699.0,FHD,Intel,Core i3,256 GB,0 GB,0 GB,0 GB,Medio,2.0,Windows 10,4,Notebook,17-bs000nv I3
981,632,Lenovo,15.6,Nvidia GeForce 920MX,899.0,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.7,Windows 10,8,Notebook,IdeaPad 320-15IKB
1282,1246,Lenovo,15.6,Nvidia GeForce GTX 960M,1029.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Pesado,2.6,Windows 10,16,Gaming,IdeaPad Y700-15ISK
721,1240,HP,15.6,AMD Radeon 530,529.0,FHD,AMD,A12-Series,0 GB,1 TB,0 GB,0 GB,Medio,2.7,Windows 10,6,Notebook,15-bw009nv
441,1245,Dell,15.6,Intel HD Graphics 520,521.86,WXGA,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Linux,4,Notebook,Vostro 3568
1222,106,HP,13.3,Nvidia GeForce MX150,1119.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,8,Ultrabook,Envy 13-ad009n
992,1165,Dell,15.6,Nvidia GeForce 940MX,1009.9,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,8,Notebook,Vostro 5568
1271,319,Asus,11.6,Intel HD Graphics 500,275.0,WXGA,Intel,Celeron Dual Core,0 GB,0 GB,32 GB,0 GB,Ligero,1.1,Windows 10,2,Convertible,VivoBook Flip
546,1292,Asus,15.6,Intel HD Graphics,369.0,WXGA,Intel,Celeron Dual Core,0 GB,500 GB,0 GB,0 GB,Medio,1.6,Windows 10,4,Notebook,X553SA-XX031T
541,1060,HP,14.0,Intel HD Graphics 520,1469.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.3,Windows 7,8,Notebook,EliteBook 1040
915,655,Razer,14.0,Nvidia GeForce GTX 1060,2599.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.8,Windows 10,16,Gaming,Blade Pro
543,938,Lenovo,13.3,Intel HD Graphics 620,1825.0,FHD,Intel,Core i5,512 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8,Convertible,ThinkPad Yoga
139,523,HP,15.6,Intel UHD Graphics 620,521.47,WXGA,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,1.6,Windows 10,4,Notebook,15-bs190od
929,1285,Dell,15.6,AMD Radeon R5 M430,805.99,WXGA,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.7,Linux,8,Notebook,Inspiron 3567
565,1145,HP,15.6,Intel HD Graphics 620,629.0,WXGA,Intel,Core i7,0 GB,2 TB,0 GB,0 GB,Medio,2.7,Windows 10,8,Notebook,15-bs078cl
300,213,Lenovo,15.6,Intel HD Graphics 620,597.0,WXGA,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8,Notebook,IdeaPad 320-15IKBN
960,860,HP,15.6,Intel HD Graphics 400,299.0,WXGA,Intel,Celeron Dual Core,128 GB,0 GB,0 GB,0 GB,Medio,1.6,No OS,4,Notebook,250 G6
750,954,HP,17.3,Nvidia GeForce GTX 965M,1399.0,FHD,Intel,Core i5,128 GB,1 TB,0 GB,0 GB,Pesado,2.3,Windows 10,8,Gaming,Omen 17-W006na
362,763,Asus,15.6,Intel HD Graphics 620,849.9,WXGA,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,4,Notebook,Pro P2540UA-XO0192R
808,706,Toshiba,13.3,Intel HD Graphics 520,1877.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,16,Ultrabook,Portege Z30T-C-133
263,154,Dell,15.6,Nvidia GeForce GTX 1050,899.0,FHD,Intel,Core i7,0 GB,0 GB,0 GB,1.0 TB,Pesado,2.8,Windows 10,8,Gaming,Inspiron 7567
701,750,Toshiba,14.0,Intel HD Graphics 620,1535.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8,Notebook,Tecra X40-D-10G
549,703,Acer,11.6,Intel HD Graphics,269.0,WXGA,Intel,Celeron Dual Core,0 GB,0 GB,32 GB,0 GB,Ligero,1.6,Windows 10,4,Netbook,TravelMate B117-M
530,775,Asus,17.3,Nvidia GeForce 920MX,470.34,WXGA,Intel,Pentium Quad Core,0 GB,1 TB,0 GB,0 GB,Pesado,1.1,Windows 10,4,Notebook,X751NV-TY001
1010,723,Lenovo,14.0,Nvidia GeForce 920MX,857.07,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8,Notebook,Thinkpad E470
382,191,Lenovo,15.6,Nvidia GeForce GTX 1050,779.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,No OS,8,Gaming,Legion Y520-15IKBN
80,1172,Dell,15.6,Nvidia GeForce 960M,2250.68,4K,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.3,Windows 10,8,Notebook,XPS 15
939,798,Dell,15.6,Nvidia GeForce GTX 1050,985.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Pesado,2.5,Windows 10,8,Gaming,Inspiron 7567
789,1037,HP,14.0,Nvidia GeForce 930MX,1185.43,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,8,Notebook,ProBook 440
1239,1057,Lenovo,15.6,Intel HD Graphics 520,1049.6,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.3,Windows 10,8,Notebook,Thinkpad L560
871,357,HP,15.6,Intel HD Graphics 620,1304.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,8,Notebook,Elitebook 850
218,1025,HP,12.5,Intel HD Graphics 620,1539.0,FHD,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Ligero,2.5,Windows 10,4,Ultrabook,EliteBook 820
1182,29,Dell,15.6,Intel UHD Graphics 620,1298.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,1.9,Windows 10,8,Ultrabook,Latitude 5590
928,508,HP,15.6,AMD Radeon 520,618.99,WXGA,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8,Notebook,15-BS026nv
722,1181,Lenovo,15.6,Intel HD Graphics 520,459.0,WXGA,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Medio,2.0,Windows 10,8,Notebook,IdeaPad 310-15ISK
126,105,Dell,15.6,AMD Radeon 520,647.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,1.6,Linux,8,Notebook,Inspiron 3576
486,395,Lenovo,14.0,Intel HD Graphics 620,2509.0,QHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,16,Convertible,ThinkPad X1
1230,312,Toshiba,15.6,Nvidia GeForce 930M,1043.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8,Notebook,Satellite Pro
823,345,Dell,15.6,Nvidia GeForce 940MX,1142.75,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,1.6,Windows 10,8,Notebook,Inspiron 7570
1300,1111,Dell,15.6,AMD Radeon R7 M445,638.8,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,8,Notebook,Inspiron 5567
1190,366,HP,15.6,Intel HD Graphics 520,439.0,WXGA,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.0,Windows 10,4,Notebook,250 G6
401,170,Acer,15.6,Intel HD Graphics 505,363.51,WXGA,Intel,Pentium Quad Core,0 GB,1 TB,0 GB,0 GB,Medio,1.1,Windows 10,4,Notebook,Aspire 3
427,1,Apple,13.3,Intel Iris Plus Graphics 640,1339.69,IPS,Intel,Core i5,128 GB,0 GB,0 GB,0 GB,Ligero,2.3,macOS,8,Ultrabook,MacBook Pro
990,1095,Lenovo,12.5,Intel HD Graphics 515,1399.0,QHD,Intel,Core M 6Y75,512 GB,0 GB,0 GB,0 GB,Ligero,1.2,Windows 10,8,Ultrabook,Yoga 900S-12ISK
1043,822,Dell,15.6,Nvidia GeForce GT 940MX,961.0,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.7,Windows 10,8,Notebook,Vostro 5568
720,1031,Lenovo,17.3,Nvidia Quadro 3000M,2968.0,4K,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 7,16,Notebook,ThinkPad P70
973,301,Acer,15.6,Nvidia GeForce GTX 1050 Ti,979.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.8,Linux,8,Notebook,Aspire A715-71G
191,511,Lenovo,11.6,Intel HD Graphics 400,265.0,WXGA,Intel,Celeron Dual Core,16 GB,0 GB,0 GB,0 GB,Ligero,1.6,Chrome OS,4,Netbook,Chromebook N23
96,593,HP,17.3,Nvidia GeForce GTX 1050,1498.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16,Gaming,Omen 17-AN010nv
1233,294,Lenovo,15.6,Nvidia GeForce 940MX,659.01,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.7,No OS,8,Notebook,IdeaPad 320-15IKB
526,800,Vero,14.0,Intel HD Graphics 500,202.9,FHD,Intel,Celeron Dual Core,0 GB,0 GB,32 GB,0 GB,Ligero,1.1,Windows 10,4,Notebook,K146
1122,527,Lenovo,15.6,Nvidia GeForce GTX 1060,1399.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,8,Gaming,Legion Y720-15IKB
325,662,HP,15.6,Intel HD Graphics 520,364.9,WXGA,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.0,No OS,4,Notebook,250 G6
315,1283,Lenovo,15.6,Nvidia GeForce GTX 960M,899.0,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Pesado,2.6,Windows 10,8,Notebook,IdeaPad Y700-15ISK
554,624,HP,15.6,Intel HD Graphics 620,1389.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,8,Ultrabook,EliteBook 850
902,1155,HP,15.6,Intel HD Graphics 520,2171.72,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 7,8,Ultrabook,EliteBook 850
890,425,Dell,15.6,Intel HD Graphics 620,539.95,WXGA,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,8,Notebook,Inspiron 3567
697,449,Lenovo,12.5,Intel HD Graphics 620,1429.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8,Ultrabook,ThinkPad X270
709,1227,Asus,15.6,Nvidia GeForce GTX 1070,2449.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Medio,2.8,Windows 10,16,Gaming,Rog Strix
130,683,MSI,15.6,Nvidia GeForce GTX 1050,1294.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Medio,2.8,Windows 10,16,Gaming,GP62 7RDX
972,714,Acer,13.3,Intel UHD Graphics 620,999.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,1.6,Windows 10,8,Convertible,Spin 5
333,789,Dell,17.3,Nvidia GeForce GTX 1070M,3588.8,FHD,Intel,Core i7,1 TB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,32,Gaming,Alienware 17
1142,535,Dell,15.6,AMD Radeon R5 M430,585.0,FHD,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,2.5,Windows 10,4,Notebook,Inspiron 3567
934,875,Dell,13.3,Intel Iris Plus Graphics 640,2240.0,IPS,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,16,Ultrabook,XPS 13
520,265,Dell,17.3,AMD Radeon 530,1142.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Pesado,1.8,Windows 10,8,Notebook,Inspiron 5770
1111,1059,HP,15.6,Intel HD Graphics 520,2103.34,FHD,Intel,Core i5,256 GB,500 GB,0 GB,0 GB,Medio,2.4,Windows 10,8,Notebook,EliteBook 850
256,338,Asus,14.0,Intel HD Graphics 620,1334.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Medio,2.7,Windows 10,8,Notebook,UX510UX-CN269T
156,605,Dell,12.5,Intel HD Graphics 620,1670.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8,Convertible,Latitude 5289
305,279,Toshiba,15.6,Nvidia GeForce 930M,812.0,WXGA,Intel,Core i7,0 GB,500 GB,0 GB,0 GB,Medio,2.5,Windows 10,8,Notebook,Satellite Pro
169,1117,Acer,15.6,Intel HD Graphics,209.0,WXGA,Intel,Celeron Dual Core,16 GB,0 GB,0 GB,0 GB,Medio,1.5,Chrome OS,4,Notebook,Chromebook 15
1254,969,Dell,17.3,Nvidia GeForce GTX 1070,3154.0,4K,Intel,Core i7,512 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16,Gaming,Alienware 17
1191,586,Dell,15.6,AMD Radeon R5 M430,749.01,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.7,Linux,8,Notebook,Inspiron 3567
437,255,Dell,15.6,Intel UHD Graphics 620,819.0,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,1.8,Windows 10,8,Convertible,Inspiron 5579
1177,1156,Lenovo,14.0,Intel HD Graphics 520,2440.0,QHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Pesado,2.6,Windows 10,16,Convertible,ThinkPad X1
377,636,Dell,15.6,Nvidia GeForce GTX 1050,1820.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.8,Windows 10,8,Notebook,XPS 15
667,742,Lenovo,13.3,Intel HD Graphics 620,960.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8,Notebook,ThinkPad 13
616,700,HP,17.3,Nvidia Quadro M1200,1907.99,FHD,Intel,Core i7,0 GB,500 GB,0 GB,0 GB,Pesado,2.8,Windows 10,8,Workstation,ZBook 17
1103,771,Google,12.3,Intel HD Graphics 615,1559.0,IPS,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,1.2,Chrome OS,8,Ultrabook,Pixelbook
2,1013,HP,14.0,Intel HD Graphics 620,2089.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,8,Ultrabook,EliteBook 840
583,400,MSI,17.3,Nvidia GeForce GTX 1050 Ti,1349.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Pesado,2.8,Windows 10,8,Gaming,Leopard GP72M
1257,842,Lenovo,14.0,Intel HD Graphics 520,1186.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.3,Windows 10,8,Notebook,Thinkpad T460
848,268,Dell,15.6,Intel HD Graphics 620,657.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,4,Notebook,Vostro 3568
112,8,Apple,13.3,Intel HD Graphics 6000,1158.7,IPS,Intel,Core i5,0 GB,0 GB,256 GB,0 GB,Ligero,1.8,macOS,8,Ultrabook,Macbook Air
1013,52,Acer,15.6,Nvidia GeForce MX150,841.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,1.8,Windows 10,8,Notebook,Aspire A515-51G
1203,446,Asus,15.6,Intel HD Graphics 620,559.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Linux,4,Notebook,VivoBook Max
1166,38,Dell,17.3,AMD Radeon 530,979.0,FHD,Intel,Core i5,128 GB,1 TB,0 GB,0 GB,Pesado,1.6,Windows 10,8,Notebook,Inspiron 5770
435,194,Lenovo,14.0,Intel HD Graphics 620,2824.0,QHD,Intel,Core i7,1 TB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,16,Convertible,Thinkpad Yoga
633,721,Asus,14.0,Intel HD Graphics 500,298.0,FHD,Intel,Celeron Dual Core,0 GB,0 GB,32 GB,0 GB,Medio,1.1,Windows 10,4,Notebook,VivoBook E403NA
43,369,HP,15.6,Intel HD Graphics 620,639.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,8,Notebook,250 G6
825,873,Toshiba,13.3,Intel HD Graphics 620,1285.0,FHD,Intel,Core i5,128 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,4,Notebook,Portege X30-D-10X
329,306,Asus,17.3,Nvidia GeForce GTX 1070,2122.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16,Gaming,Rog GL702VS-GC095T
602,1184,Lenovo,15.6,Intel HD Graphics 620,1390.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8,Notebook,ThinkPad T570
878,502,Lenovo,12.5,Intel HD Graphics 520,1099.0,WXGA,Intel,Core i5,180 GB,0 GB,0 GB,0 GB,Ligero,2.3,Windows 10,8,Ultrabook,Thinkpad X260
70,570,Lenovo,17.3,Nvidia Quadro M620M,2999.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Pesado,2.8,Windows 10,8,Notebook,Thinkpad P71
770,87,Dell,15.6,Nvidia GeForce GTX 1050 Ti,1349.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16,Gaming,Inspiron 7577
965,1200,Dell,15.6,Nvidia GeForce GT 940MX,895.01,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.7,Linux,8,Notebook,Vostro 5568
570,698,Acer,14.0,Intel HD Graphics 510,375.0,WXGA,Intel,Celeron Dual Core,0 GB,0 GB,32 GB,0 GB,Ligero,1.6,Chrome OS,4,Notebook,Chromebook 14
282,1304,Lenovo,14.0,Intel HD Graphics,229.0,WXGA,Intel,Celeron Dual Core,0 GB,0 GB,64 GB,0 GB,Medio,1.6,Windows 10,2,Notebook,IdeaPad 100S-14IBR
7,234,HP,15.6,AMD FirePro W4190M ,1269.0,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.7,Windows 10,8,Notebook,ZBook 15u
120,148,Asus,14.0,Intel UHD Graphics 620,1099.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,1.8,Windows 10,8,Ultrabook,ZenBook UX430UA
189,90,Asus,15.6,Nvidia GeForce GTX 1060,1449.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Medio,2.8,Windows 10,16,Gaming,FX503VM-E4007T
301,9,Asus,14.0,Nvidia GeForce MX150,1495.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,1.8,Windows 10,16,Ultrabook,ZenBook UX430UN
490,11,HP,15.6,Intel HD Graphics 620,393.9,WXGA,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,2.5,No OS,4,Notebook,250 G6
913,1299,Dell,15.6,AMD Radeon R5 M430,805.99,WXGA,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.7,Linux,8,Notebook,Inspiron 3567
296,682,HP,14.0,Nvidia GeForce 940MX,699.0,FHD,Intel,Core i3,128 GB,0 GB,0 GB,0 GB,Medio,2.4,Windows 10,4,Convertible,Pavilion X360
1078,1262,HP,14.0,Intel HD Graphics 520,1099.99,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.3,Windows 7,4,Notebook,EliteBook 840
577,1126,Dell,15.6,AMD Radeon R5 M315,769.15,WXGA,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,2.3,Windows 7,4,Notebook,Vostro 3559
452,1129,Lenovo,10.1,Intel HD Graphics 400,549.0,IPS,Intel,Atom x5,0 GB,0 GB,64 GB,0 GB,Ligero,1.44,Android,4,Convertible,Yoga Book
841,1049,HP,12.5,Intel HD Graphics 520,1349.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8,Ultrabook,EliteBook 820
356,431,Dell,17.3,Nvidia GeForce GTX 1070,2799.0,QHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.9,Windows 10,16,Gaming,Alienware 17
267,370,Lenovo,15.6,Nvidia GeForce 920MX ,499.0,WXGA,Intel,Core i3,256 GB,0 GB,0 GB,0 GB,Medio,2.0,No OS,8,Notebook,IdeaPad 320-15ISK
425,1113,HP,15.6,Intel HD Graphics 405,500.0,WXGA,Intel,Pentium Quad Core,0 GB,1 TB,0 GB,0 GB,Medio,1.6,Windows 10,4,Notebook,250 G5
465,964,HP,15.6,Nvidia Quadro M1000M,2249.0,FHD,Intel,Core i7,8 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,8,Workstation,ZBook Studio
755,174,Huawei,13.0,Intel HD Graphics 620,1349.0,IPS,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8,Ultrabook,MateBook X
754,207,Lenovo,15.6,Nvidia GeForce GTX 1060,1749.0,FHD,Intel,Core i7,512 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16,Gaming,Legion Y720-15IKB
598,1023,HP,14.0,Intel HD Graphics 620,684.0,WXGA,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.4,Windows 10,4,Notebook,Probook 440
48,228,HP,15.6,Intel UHD Graphics 620,794.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,1.6,Windows 10,8,Notebook,ProBook 450
434,786,Acer,14.0,Intel HD Graphics 620,636.0,FHD,Intel,Core i3,128 GB,0 GB,0 GB,0 GB,Medio,2.4,Windows 10,4,Notebook,Swift 3
328,613,Toshiba,15.6,Intel HD Graphics 520,1399.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8,Notebook,Tecra Z50-C-144
1051,437,Samsung,11.6,Intel HD Graphics 400,269.0,WXGA,Intel,Celeron Dual Core,0 GB,0 GB,16 GB,0 GB,Ligero,1.6,Chrome OS,4,Netbook,Chromebook 3
248,163,Toshiba,15.6,Intel HD Graphics 520,447.0,WXGA,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.2,Windows 10,4,Notebook,Satellite Pro
100,1003,Dell,14.0,Intel HD Graphics 620 ,1119.0,FHD,Intel,Core i5,128 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8,Notebook,Latitude 5480
575,1214,Lenovo,15.6,AMD Radeon R5 M430,368.0,WXGA,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Medio,2.0,No OS,4,Notebook,V110-15ISK
561,225,Dell,15.6,AMD Radeon 520,677.35,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,1.6,Linux,8,Notebook,Inspiron 3576
814,1007,Lenovo,15.6,Intel HD Graphics 520,1349.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.3,Windows 10,8,Notebook,ThinkPad T560
1028,63,Lenovo,14.0,Intel HD Graphics 620,599.0,FHD,Intel,Core i3,256 GB,0 GB,0 GB,0 GB,Medio,2.7,No OS,8,Notebook,IdeaPad 520S-14IKB
453,1001,Lenovo,15.6,Nvidia GeForce GTX 1060,1189.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Medio,2.8,Windows 10,8,Gaming,Legion Y520-15IKBN
68,619,Dell,15.6,Intel HD Graphics 520,443.9,WXGA,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Medio,2.0,Linux,4,Notebook,Vostro 3568
729,363,Dell,15.6,Nvidia GeForce GTX 1050,999.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Pesado,2.5,Windows 10,8,Gaming,Inspiron 7577
759,948,Toshiba,14.0,Intel HD Graphics 520,1105.0,FHD,Intel,Core i5,128 GB,0 GB,0 GB,0 GB,Ligero,2.3,Windows 10,4,Notebook,Tecra Z40-C-12X
