id,laptop_ID,Company,Inches,Price_euros,Pantalla,Touchscreen,Marca_Procesador,Modelo_Procesador,Categoria_Peso,Velocidad_Procesador_GHz,S.O,Ram_GB,Tipo_Portatil,Nombre_Producto,Total_Almacenamiento,Marca_GPU,Modelo_GPU,Tipo_GPU
530,775,Asus,17.3,470.34,WXGA,No,Intel,Pentium Quad Core,Pesado,1.1,Windows 10,4,Notebook,X751NV-TY001,2048.0,Nvidia,920MX,GeForce
1010,723,Lenovo,14.0,857.07,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Thinkpad E470,1024.0,Nvidia,920MX,GeForce
382,191,Lenovo,15.6,779.0,FHD,No,Intel,Core i5,Medio,2.5,No OS,8,Gaming,Legion Y520-15IKBN,1024.0,Nvidia,GTX 1050,GeForce
80,1172,Dell,15.6,2250.68,4K,Yes,Intel,Core i5,Medio,2.3,Windows 10,8,Notebook,XPS 15,1024.0,Nvidia,960M,GeForce
939,798,Dell,15.6,985.0,FHD,No,Intel,Core i5,Pesado,2.5,Windows 10,8,Gaming,Inspiron 7567,1024.0,Nvidia,GTX 1050,GeForce
789,1037,HP,14.0,1185.43,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,ProBook 440,1024.0,Nvidia,930MX,GeForce
1239,1057,Lenovo,15.6,1049.6,FHD,No,Intel,Core i5,Medio,2.3,Windows 10,8,Notebook,Thinkpad L560,1024.0,Intel,520,HD Graphics
871,357,HP,15.6,1304.0,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,Elitebook 850,1024.0,Intel,620,HD Graphics
218,1025,HP,12.5,1539.0,FHD,No,Intel,Core i5,Ligero,2.5,Windows 10,4,Ultrabook,EliteBook 820,1000.0,Intel,620,HD Graphics
1182,29,Dell,15.6,1298.0,FHD,No,Intel,Core i7,Medio,1.9,Windows 10,8,Ultrabook,Latitude 5590,1024.0,Intel,620,UHD Graphics
928,508,HP,15.6,618.99,WXGA,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,15-BS026nv,1024.0,AMD,520,Radeon
722,1181,Lenovo,15.6,459.0,WXGA,No,Intel,Core i3,Medio,2.0,Windows 10,8,Notebook,IdeaPad 310-15ISK,2048.0,Intel,520,HD Graphics
126,105,Dell,15.6,647.0,FHD,No,Intel,Core i5,Medio,1.6,Linux,8,Notebook,Inspiron 3576,2048.0,AMD,520,Radeon
486,395,Lenovo,14.0,2509.0,QHD,Yes,Intel,Core i7,Ligero,2.7,Windows 10,16,Convertible,ThinkPad X1,2048.0,Intel,620,HD Graphics
1230,312,Toshiba,15.6,1043.0,FHD,No,Intel,Core i7,Medio,2.5,Windows 10,8,Notebook,Satellite Pro,1024.0,Nvidia,930M,GeForce
823,345,Dell,15.6,1142.75,FHD,No,Intel,Core i5,Medio,1.6,Windows 10,8,Notebook,Inspiron 7570,1024.0,Nvidia,940MX,GeForce
1300,1111,Dell,15.6,638.8,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Inspiron 5567,2048.0,AMD,R7 M445,Radeon
1190,366,HP,15.6,439.0,WXGA,No,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,250 G6,1000.0,Intel,520,HD Graphics
401,170,Acer,15.6,363.51,WXGA,No,Intel,Pentium Quad Core,Medio,1.1,Windows 10,4,Notebook,Aspire 3,2048.0,Intel,505,HD Graphics
427,1,Apple,13.3,1339.69,IPS,No,Intel,Core i5,Ligero,2.3,macOS,8,Ultrabook,MacBook Pro,512.0,Intel,Plus Graphics 640,Iris
990,1095,Lenovo,12.5,1399.0,QHD,Yes,Intel,Core M 6Y75,Ligero,1.2,Windows 10,8,Ultrabook,Yoga 900S-12ISK,2048.0,Intel,515,HD Graphics
1043,822,Dell,15.6,961.0,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,Vostro 5568,2048.0,Nvidia,GT 940MX,GeForce
720,1031,Lenovo,17.3,2968.0,4K,No,Intel,Core i7,Medio,2.7,Windows 7,16,Notebook,ThinkPad P70,2048.0,Nvidia,3000M,Quadro
973,301,Acer,15.6,979.0,FHD,No,Intel,Core i7,Medio,2.8,Linux,8,Notebook,Aspire A715-71G,1024.0,Nvidia,GTX 1050 Ti,GeForce
191,511,Lenovo,11.6,265.0,WXGA,No,Intel,Celeron Dual Core,Ligero,1.6,Chrome OS,4,Netbook,Chromebook N23,64.0,Intel,400,HD Graphics
96,593,HP,17.3,1498.0,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Omen 17-AN010nv,3072.0,Nvidia,GTX 1050,GeForce
1233,294,Lenovo,15.6,659.01,FHD,No,Intel,Core i7,Medio,2.7,No OS,8,Notebook,IdeaPad 320-15IKB,2048.0,Nvidia,940MX,GeForce
526,800,Vero,14.0,202.9,FHD,No,Intel,Celeron Dual Core,Ligero,1.1,Windows 10,4,Notebook,K146,32.0,Intel,500,HD Graphics
1122,527,Lenovo,15.6,1399.0,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,8,Gaming,Legion Y720-15IKB,3072.0,Nvidia,GTX 1060,GeForce
325,662,HP,15.6,364.9,WXGA,No,Intel,Core i3,Medio,2.0,No OS,4,Notebook,250 G6,1000.0,Intel,520,HD Graphics
315,1283,Lenovo,15.6,899.0,FHD,No,Intel,Core i7,Pesado,2.6,Windows 10,8,Notebook,IdeaPad Y700-15ISK,2048.0,Nvidia,GTX 960M,GeForce
554,624,HP,15.6,1389.0,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,8,Ultrabook,EliteBook 850,2048.0,Intel,620,HD Graphics
902,1155,HP,15.6,2171.72,FHD,No,Intel,Core i7,Medio,2.5,Windows 7,8,Ultrabook,EliteBook 850,1024.0,Intel,520,HD Graphics
890,425,Dell,15.6,539.95,WXGA,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Inspiron 3567,2048.0,Intel,620,HD Graphics
697,449,Lenovo,12.5,1429.0,FHD,No,Intel,Core i5,Ligero,2.5,Windows 10,8,Ultrabook,ThinkPad X270,1024.0,Intel,620,HD Graphics
709,1227,Asus,15.6,2449.0,FHD,No,Intel,Core i7,Medio,2.8,Windows 10,16,Gaming,Rog Strix,3072.0,Nvidia,GTX 1070,GeForce
130,683,MSI,15.6,1294.0,FHD,No,Intel,Core i7,Medio,2.8,Windows 10,16,Gaming,GP62 7RDX,3072.0,Nvidia,GTX 1050,GeForce
972,714,Acer,13.3,999.0,FHD,Yes,Intel,Core i5,Medio,1.6,Windows 10,8,Convertible,Spin 5,1024.0,Intel,620,UHD Graphics
333,789,Dell,17.3,3588.8,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,32,Gaming,Alienware 17,6144.0,Nvidia,GTX 1070M,GeForce
1142,535,Dell,15.6,585.0,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,Inspiron 3567,1000.0,AMD,R5 M430,Radeon
934,875,Dell,13.3,2240.0,IPS,Yes,Intel,Core i7,Ligero,2.5,Windows 10,16,Ultrabook,XPS 13,2048.0,Intel,Plus Graphics 640,Iris
520,265,Dell,17.3,1142.0,FHD,No,Intel,Core i7,Pesado,1.8,Windows 10,8,Notebook,Inspiron 5770,2560.0,AMD,530,Radeon
1111,1059,HP,15.6,2103.34,FHD,No,Intel,Core i5,Medio,2.4,Windows 10,8,Notebook,EliteBook 850,2024.0,Intel,520,HD Graphics
256,338,Asus,14.0,1334.0,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,UX510UX-CN269T,3072.0,Intel,620,HD Graphics
156,605,Dell,12.5,1670.0,FHD,Yes,Intel,Core i5,Ligero,2.5,Windows 10,8,Convertible,Latitude 5289,1024.0,Intel,620,HD Graphics
305,279,Toshiba,15.6,812.0,WXGA,No,Intel,Core i7,Medio,2.5,Windows 10,8,Notebook,Satellite Pro,1000.0,Nvidia,930M,GeForce
169,1117,Acer,15.6,209.0,WXGA,No,Intel,Celeron Dual Core,Medio,1.5,Chrome OS,4,Notebook,Chromebook 15,64.0,Intel,Otro,HD Graphics
1254,969,Dell,17.3,3154.0,4K,No,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Alienware 17,4096.0,Nvidia,GTX 1070,GeForce
1191,586,Dell,15.6,749.01,FHD,No,Intel,Core i7,Medio,2.7,Linux,8,Notebook,Inspiron 3567,1024.0,AMD,R5 M430,Radeon
437,255,Dell,15.6,819.0,FHD,Yes,Intel,Core i7,Medio,1.8,Windows 10,8,Convertible,Inspiron 5579,2048.0,Intel,620,UHD Graphics
1177,1156,Lenovo,14.0,2440.0,QHD,Yes,Intel,Core i7,Pesado,2.6,Windows 10,16,Convertible,ThinkPad X1,2048.0,Intel,520,HD Graphics
377,636,Dell,15.6,1820.0,FHD,No,Intel,Core i7,Medio,2.8,Windows 10,8,Notebook,XPS 15,1024.0,Nvidia,GTX 1050,GeForce
667,742,Lenovo,13.3,960.0,FHD,No,Intel,Core i5,Ligero,2.5,Windows 10,8,Notebook,ThinkPad 13,1024.0,Intel,620,HD Graphics
616,700,HP,17.3,1907.99,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,8,Workstation,ZBook 17,1000.0,Nvidia,M1200,Quadro
1103,771,Google,12.3,1559.0,IPS,Yes,Intel,Core i5,Ligero,1.2,Chrome OS,8,Ultrabook,Pixelbook,1024.0,Intel,615,HD Graphics
2,1013,HP,14.0,2089.0,FHD,No,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,EliteBook 840,2048.0,Intel,620,HD Graphics
583,400,MSI,17.3,1349.0,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,8,Gaming,Leopard GP72M,1024.0,Nvidia,GTX 1050 Ti,GeForce
1257,842,Lenovo,14.0,1186.0,FHD,No,Intel,Core i5,Medio,2.3,Windows 10,8,Notebook,Thinkpad T460,1024.0,Intel,520,HD Graphics
848,268,Dell,15.6,657.0,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,Vostro 3568,2048.0,Intel,620,HD Graphics
112,8,Apple,13.3,1158.7,IPS,No,Intel,Core i5,Ligero,1.8,macOS,8,Ultrabook,Macbook Air,256.0,Intel,6000,HD Graphics
1013,52,Acer,15.6,841.0,FHD,No,Intel,Core i7,Medio,1.8,Windows 10,8,Notebook,Aspire A515-51G,1024.0,Nvidia,MX150,GeForce
1203,446,Asus,15.6,559.0,FHD,No,Intel,Core i5,Medio,2.5,Linux,4,Notebook,VivoBook Max,1024.0,Intel,620,HD Graphics
1166,38,Dell,17.3,979.0,FHD,No,Intel,Core i5,Pesado,1.6,Windows 10,8,Notebook,Inspiron 5770,2560.0,AMD,530,Radeon
435,194,Lenovo,14.0,2824.0,QHD,Yes,Intel,Core i7,Ligero,2.7,Windows 10,16,Convertible,Thinkpad Yoga,4096.0,Intel,620,HD Graphics
633,721,Asus,14.0,298.0,FHD,No,Intel,Celeron Dual Core,Medio,1.1,Windows 10,4,Notebook,VivoBook E403NA,32.0,Intel,500,HD Graphics
43,369,HP,15.6,639.0,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,250 G6,2048.0,Intel,620,HD Graphics
825,873,Toshiba,13.3,1285.0,FHD,No,Intel,Core i5,Ligero,2.5,Windows 10,4,Notebook,Portege X30-D-10X,512.0,Intel,620,HD Graphics
329,306,Asus,17.3,2122.0,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Rog GL702VS-GC095T,3072.0,Nvidia,GTX 1070,GeForce
602,1184,Lenovo,15.6,1390.0,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,ThinkPad T570,1024.0,Intel,620,HD Graphics
878,502,Lenovo,12.5,1099.0,WXGA,No,Intel,Core i5,Ligero,2.3,Windows 10,8,Ultrabook,Thinkpad X260,720.0,Intel,520,HD Graphics
70,570,Lenovo,17.3,2999.0,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,8,Notebook,Thinkpad P71,1024.0,Nvidia,M620M,Quadro
770,87,Dell,15.6,1349.0,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Inspiron 7577,2560.0,Nvidia,GTX 1050 Ti,GeForce
965,1200,Dell,15.6,895.01,FHD,No,Intel,Core i7,Medio,2.7,Linux,8,Notebook,Vostro 5568,1024.0,Nvidia,GT 940MX,GeForce
570,698,Acer,14.0,375.0,WXGA,No,Intel,Celeron Dual Core,Ligero,1.6,Chrome OS,4,Notebook,Chromebook 14,32.0,Intel,510,HD Graphics
282,1304,Lenovo,14.0,229.0,WXGA,No,Intel,Celeron Dual Core,Medio,1.6,Windows 10,2,Notebook,IdeaPad 100S-14IBR,64.0,Intel,Otro,HD Graphics
7,234,HP,15.6,1269.0,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,ZBook 15u,2048.0,AMD,W4190M,FirePro
120,148,Asus,14.0,1099.0,FHD,No,Intel,Core i7,Ligero,1.8,Windows 10,8,Ultrabook,ZenBook UX430UA,1024.0,Intel,620,UHD Graphics
189,90,Asus,15.6,1449.0,FHD,No,Intel,Core i7,Medio,2.8,Windows 10,16,Gaming,FX503VM-E4007T,2560.0,Nvidia,GTX 1060,GeForce
301,9,Asus,14.0,1495.0,FHD,No,Intel,Core i7,Ligero,1.8,Windows 10,16,Ultrabook,ZenBook UX430UN,2048.0,Nvidia,MX150,GeForce
490,11,HP,15.6,393.9,WXGA,No,Intel,Core i5,Medio,2.5,No OS,4,Notebook,250 G6,1000.0,Intel,620,HD Graphics
913,1299,Dell,15.6,805.99,WXGA,No,Intel,Core i7,Medio,2.7,Linux,8,Notebook,Inspiron 3567,2048.0,AMD,R5 M430,Radeon
296,682,HP,14.0,699.0,FHD,Yes,Intel,Core i3,Medio,2.4,Windows 10,4,Convertible,Pavilion X360,512.0,Nvidia,940MX,GeForce
1078,1262,HP,14.0,1099.99,FHD,No,Intel,Core i5,Medio,2.3,Windows 7,4,Notebook,EliteBook 840,1024.0,Intel,520,HD Graphics
577,1126,Dell,15.6,769.15,WXGA,No,Intel,Core i5,Medio,2.3,Windows 7,4,Notebook,Vostro 3559,1000.0,AMD,R5 M315,Radeon
452,1129,Lenovo,10.1,549.0,IPS,Yes,Intel,Atom x5,Ligero,1.44,Android,4,Convertible,Yoga Book,64.0,Intel,400,HD Graphics
841,1049,HP,12.5,1349.0,FHD,No,Intel,Core i7,Ligero,2.5,Windows 10,8,Ultrabook,EliteBook 820,1024.0,Intel,520,HD Graphics
356,431,Dell,17.3,2799.0,QHD,No,Intel,Core i7,Pesado,2.9,Windows 10,16,Gaming,Alienware 17,3072.0,Nvidia,GTX 1070,GeForce
267,370,Lenovo,15.6,499.0,WXGA,No,Intel,Core i3,Medio,2.0,No OS,8,Notebook,IdeaPad 320-15ISK,1024.0,Nvidia,920MX,GeForce
425,1113,HP,15.6,500.0,WXGA,No,Intel,Pentium Quad Core,Medio,1.6,Windows 10,4,Notebook,250 G5,2048.0,Intel,405,HD Graphics
465,964,HP,15.6,2249.0,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,8,Workstation,ZBook Studio,32.0,Nvidia,M1000M,Quadro
755,174,Huawei,13.0,1349.0,IPS,No,Intel,Core i5,Ligero,2.5,Windows 10,8,Ultrabook,MateBook X,1024.0,Intel,620,HD Graphics
754,207,Lenovo,15.6,1749.0,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Legion Y720-15IKB,4096.0,Nvidia,GTX 1060,GeForce
598,1023,HP,14.0,684.0,WXGA,No,Intel,Core i3,Medio,2.4,Windows 10,4,Notebook,Probook 440,1000.0,Intel,620,HD Graphics
48,228,HP,15.6,794.0,FHD,No,Intel,Core i5,Medio,1.6,Windows 10,8,Notebook,ProBook 450,2048.0,Intel,620,UHD Graphics
434,786,Acer,14.0,636.0,FHD,No,Intel,Core i3,Medio,2.4,Windows 10,4,Notebook,Swift 3,512.0,Intel,620,HD Graphics
328,613,Toshiba,15.6,1399.0,FHD,No,Intel,Core i7,Medio,2.5,Windows 10,8,Notebook,Tecra Z50-C-144,1024.0,Intel,520,HD Graphics
1051,437,Samsung,11.6,269.0,WXGA,No,Intel,Celeron Dual Core,Ligero,1.6,Chrome OS,4,Netbook,Chromebook 3,16.0,Intel,400,HD Graphics
248,163,Toshiba,15.6,447.0,WXGA,No,Intel,Core i3,Medio,2.2,Windows 10,4,Notebook,Satellite Pro,1000.0,Intel,520,HD Graphics
100,1003,Dell,14.0,1119.0,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Latitude 5480,512.0,Intel,620,HD Graphics
575,1214,Lenovo,15.6,368.0,WXGA,No,Intel,Core i3,Medio,2.0,No OS,4,Notebook,V110-15ISK,2048.0,AMD,R5 M430,Radeon
561,225,Dell,15.6,677.35,FHD,No,Intel,Core i5,Medio,1.6,Linux,8,Notebook,Inspiron 3576,1024.0,AMD,520,Radeon
814,1007,Lenovo,15.6,1349.0,FHD,No,Intel,Core i5,Medio,2.3,Windows 10,8,Notebook,ThinkPad T560,1024.0,Intel,520,HD Graphics
1028,63,Lenovo,14.0,599.0,FHD,No,Intel,Core i3,Medio,2.7,No OS,8,Notebook,IdeaPad 520S-14IKB,1024.0,Intel,620,HD Graphics
453,1001,Lenovo,15.6,1189.0,FHD,No,Intel,Core i7,Medio,2.8,Windows 10,8,Gaming,Legion Y520-15IKBN,2560.0,Nvidia,GTX 1060,GeForce
68,619,Dell,15.6,443.9,WXGA,No,Intel,Core i3,Medio,2.0,Linux,4,Notebook,Vostro 3568,2048.0,Intel,520,HD Graphics
729,363,Dell,15.6,999.0,FHD,No,Intel,Core i5,Pesado,2.5,Windows 10,8,Gaming,Inspiron 7577,2048.0,Nvidia,GTX 1050,GeForce
759,948,Toshiba,14.0,1105.0,FHD,No,Intel,Core i5,Ligero,2.3,Windows 10,4,Notebook,Tecra Z40-C-12X,512.0,Intel,520,HD Graphics
359,751,Lenovo,14.0,999.0,FHD,Yes,Intel,Core i5,Medio,2.5,Windows 10,8,Convertible,Flex 5,1024.0,Intel,620,HD Graphics
493,445,Lenovo,14.0,2382.0,QHD,No,Intel,Core i7,Ligero,2.7,Windows 10,24,Ultrabook,ThinkPad T470s,2048.0,Intel,620,HD Graphics
692,13,Apple,15.4,2439.97,IPS,No,Intel,Core i7,Medio,2.8,macOS,16,Ultrabook,MacBook Pro,1024.0,AMD,Pro 555,Radeon
24,1174,MSI,17.3,1492.8,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,GP72M 7REX,3072.0,Nvidia,GTX 1050 Ti,GeForce
856,208,Dell,15.6,3055.0,4K,No,Intel,Xeon E3-1505M,Pesado,3.0,Windows 10,16,Workstation,Precision 7520,3072.0,Nvidia,M1200,Quadro
704,1310,Dell,15.6,379.0,WXGA,No,Intel,Celeron Dual Core,Medio,1.6,Windows 10,2,Notebook,Inspiron 3552,1000.0,Intel,Otro,HD Graphics
1171,1093,Lenovo,15.6,540.0,WXGA,No,Intel,Core i5,Medio,2.3,Windows 10,4,Notebook,V110-15ISK,1000.0,Intel,520,HD Graphics
354,216,Asus,17.3,1407.0,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,ROG GL703VD-GC028T,3072.0,Nvidia,GTX 1050,GeForce
590,844,Dell,15.6,2774.63,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Alienware 15,3072.0,Nvidia,GTX 1070,GeForce
413,640,Lenovo,15.6,829.0,FHD,No,Intel,Core i5,Medio,1.6,Windows 10,4,Notebook,V330-15IKB,1024.0,Intel,620,UHD Graphics
1157,99,Dell,15.6,485.0,FHD,No,Intel,Core i3,Medio,2.0,Linux,4,Notebook,Inspiron 3567,1024.0,AMD,R5 M430,Radeon
0,972,Dell,13.3,1268.0,IPS,No,Intel,Core i7,Ligero,2.5,Windows 10,8,Ultrabook,XPS 13,1024.0,Intel,520,HD Graphics
626,672,MSI,17.3,1486.77,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,8,Gaming,GP72VR Leopard,2560.0,Nvidia,GTX 1060,GeForce
677,138,HP,14.0,988.0,FHD,No,Intel,Core i7,Medio,1.8,Windows 10,8,Notebook,Probook 440,1024.0,Intel,620,UHD Graphics
637,73,Dell,13.3,955.0,FHD,No,Intel,Core i7,Ligero,1.8,Windows 10,8,Ultrabook,Inspiron 5370,1024.0,AMD,530,Radeon
1211,1069,HP,15.6,705.15,WXGA,No,Intel,Core i3,Medio,2.3,Windows 10,4,Notebook,ProBook 650,1000.0,Intel,520,HD Graphics
245,454,Dell,15.6,1993.0,FHD,No,Intel,Xeon E3-1505M,Medio,3.0,Windows 10,8,Workstation,Precision 3520,2112.0,Nvidia,M620,Quadro
1094,1302,Lenovo,14.0,638.0,FHD,Yes,Intel,Core i7,Medio,2.5,Windows 10,4,Convertible,Yoga 500-14ISK,512.0,Intel,520,HD Graphics
388,494,Dell,15.6,1899.0,FHD,No,Intel,Core i7,Medio,2.8,Windows 10,16,Notebook,XPS 15,2048.0,Nvidia,GTX 1050,GeForce
1280,249,Lenovo,13.9,1079.0,FHD,Yes,Intel,Core i7,Ligero,2.7,Windows 10,8,Convertible,Yoga 910-13IKB,1024.0,Intel,620,HD Graphics
593,514,Acer,15.6,613.0,FHD,No,Intel,Core i5,Medio,1.6,Windows 10,4,Notebook,Aspire A515-51G-59QF,2048.0,Nvidia,MX150,GeForce
352,48,Asus,17.3,1299.0,FHD,No,AMD,Ryzen 1700,Pesado,3.0,Windows 10,8,Gaming,Rog Strix,3072.0,AMD,RX 580,Radeon
955,14,Dell,15.6,498.9,FHD,No,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,Inspiron 3567,1024.0,AMD,R5 M430,Radeon
713,404,Lenovo,14.0,938.0,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,ThinkPad L470,1024.0,Intel,620,HD Graphics
379,348,HP,15.6,716.0,FHD,No,Intel,Core i3,Medio,2.4,Windows 10,8,Notebook,ProBook 450,2048.0,Nvidia,930MX,GeForce
16,589,HP,13.3,719.0,FHD,No,Intel,Core i3,Ligero,2.4,Windows 10,4,Notebook,ProBook 430,512.0,Intel,620,HD Graphics
1005,1048,HP,15.6,1228.99,FHD,No,Intel,Core i7,Medio,2.5,Windows 10,8,Notebook,EliteBook 850,1024.0,Intel,520,HD Graphics
1053,450,Lenovo,15.6,349.0,FHD,No,Intel,Pentium Quad Core,Medio,1.1,Windows 10,4,Notebook,IdeaPad 320-15IAP,512.0,Intel,505,HD Graphics
669,807,Lenovo,13.9,1349.0,FHD,Yes,Intel,Core i7,Ligero,2.7,Windows 10,8,Convertible,Yoga 910-13IKB,1024.0,Intel,620,HD Graphics
402,1077,Dell,15.6,989.99,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,16,Notebook,Inspiron 5567,4096.0,AMD,R7 M445,Radeon
849,1211,Apple,12.0,1163.0,IPS,No,Intel,Core M M1,Ligero,1.1,Mac OS X,8,Ultrabook,"MacBook 12""",256.0,Intel,5300,HD Graphics
323,5,Apple,13.3,1803.6,IPS,No,Intel,Core i5,Ligero,3.1,macOS,8,Ultrabook,MacBook Pro,1024.0,Intel,Plus Graphics 650,Iris
615,1103,HP,13.3,615.0,IPS,No,Intel,Pentium Dual Core,Ligero,1.5,Chrome OS,4,Notebook,Chromebook 13,32.0,Intel,515,HD Graphics
389,580,Lenovo,15.6,830.0,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Thinkpad E570,1024.0,Intel,620,HD Graphics
1084,409,Lenovo,15.6,1144.5,FHD,No,Intel,Core i5,Medio,1.6,Windows 10,8,Notebook,ThinkPad E580,3072.0,AMD,RX 550,Radeon
1261,317,MSI,15.6,2099.0,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,GE63VR 7RF,3072.0,Nvidia,GTX 1070,GeForce
562,863,Dell,17.3,865.0,FHD,No,Intel,Core i7,Pesado,2.7,Linux,8,Notebook,Inspiron 5767,2048.0,AMD,R7 M445,Radeon
768,392,Lenovo,13.3,549.0,FHD,No,Intel,Core i3,Medio,2.4,Windows 10,4,Notebook,Ideapad 510S-13IKB,512.0,Intel,620,HD Graphics
164,349,Lenovo,13.9,2099.0,4K,Yes,Intel,Core i7,Ligero,1.8,Windows 10,16,Convertible,Yoga 920-13IKB,2048.0,Intel,620,UHD Graphics
525,847,Lenovo,14.0,325.0,WXGA,No,Intel,Celeron Quad Core,Medio,1.6,Chrome OS,4,Notebook,N42-20 Chromebook,16.0,Intel,400,HD Graphics
134,42,Dell,15.6,1499.0,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Inspiron 7577,3072.0,Nvidia,GTX 1060,GeForce
743,541,Asus,15.6,1649.0,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Gaming,ROG Strix,2560.0,Nvidia,GTX 1060,GeForce
821,557,Lenovo,15.6,499.0,FHD,No,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,IdeaPad 320-15ISK,512.0,Intel,520,HD Graphics
836,937,Toshiba,15.6,1975.0,FHD,No,Intel,Core i7,Medio,2.6,Windows 10,16,Notebook,Tecra Z50-C-140,1024.0,Nvidia,930M,GeForce
824,462,Dell,11.6,479.0,WXGA,Yes,Intel,Pentium Quad Core,Ligero,1.6,Windows 10,4,Convertible,Inspiron 3168,1000.0,Intel,405,HD Graphics
464,987,Toshiba,14.0,1180.0,FHD,No,Intel,Core i5,Medio,2.3,Windows 10,8,Notebook,Tecra A40-C-1DF,1024.0,Intel,520,HD Graphics
410,779,Dell,15.6,1181.27,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,16,Notebook,Inspiron 5567,1024.0,AMD,R7 M445,Radeon
1302,403,Lenovo,15.6,1229.56,FHD,No,Intel,Core i7,Medio,1.8,Windows 10,8,Notebook,ThinkPad E580,1024.0,AMD,RX 550,Radeon
129,892,HP,15.6,684.8,WXGA,Yes,Intel,Core i5,Medio,2.5,Windows 10,4,Convertible,Pavilion x360,1000.0,Intel,620,HD Graphics
700,1140,Lenovo,14.0,1669.0,FHD,Yes,Intel,Core i7,Medio,2.5,Windows 10,8,Convertible,ThinkPad Yoga,1024.0,Intel,520,HD Graphics
127,743,Lenovo,15.6,779.0,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,4,Notebook,V310-15IKB,2048.0,Intel,620,HD Graphics
1228,304,Asus,15.6,1468.0,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,16,Ultrabook,ZenBook UX530UQ-PRO,2048.0,Nvidia,940MX,GeForce
203,195,Vero,14.0,260.0,FHD,No,Intel,Celeron Dual Core,Ligero,1.1,Windows 10,4,Notebook,K147,32.0,Intel,500,HD Graphics
262,334,HP,12.5,1335.0,FHD,No,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,Elitebook 820,1024.0,Intel,620,HD Graphics
883,986,Dell,17.3,2800.0,FHD,No,Intel,Core i7,Pesado,2.6,Windows 10,32,Gaming,Alienware 17,3072.0,Nvidia,GTX 1070,GeForce
976,793,Lenovo,14.0,2299.0,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,16,Ultrabook,ThinkPad T470s,2048.0,Intel,620,HD Graphics
484,1207,Acer,17.3,2599.0,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Predator G9-793,3072.0,Nvidia,GTX 1070,GeForce
148,440,Lenovo,15.6,2445.0,4K,No,Intel,Core i7,Medio,2.8,Windows 10,16,Workstation,Thinkpad T570,2048.0,Nvidia,940MX,GeForce
893,707,HP,15.6,689.0,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,4,Notebook,15-bs011nv,1000.0,AMD,530,Radeon
