id,laptop_ID,Company,Gpu,Price_euros,Pantalla,Marca_Procesador,Modelo_Procesador,Categoria_Peso,Velocidad_Procesador_GHz,S.O,Ram_GB,Tipo_Portatil,Nombre_Producto,Total_Almacenamiento
709,1227,Asus,Nvidia GeForce GTX 1070,2449.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,16,Gaming,Rog Strix,3072.0
130,683,MSI,Nvidia GeForce GTX 1050,1294.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,16,Gaming,GP62 7RDX,3072.0
972,714,Acer,Intel UHD Graphics 620,999.0,FHD,Intel,Core i5,Medio,1.6,Windows 10,8,Convertible,Spin 5,1024.0
333,789,Dell,Nvidia GeForce GTX 1070M,3588.8,FHD,Intel,Core i7,Pesado,2.8,Windows 10,32,Gaming,Alienware 17,6144.0
1142,535,Dell,AMD Radeon R5 M430,585.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,Inspiron 3567,1000.0
934,875,Dell,Intel Iris Plus Graphics 640,2240.0,IPS,Intel,Core i7,Ligero,2.5,Windows 10,16,Ultrabook,XPS 13,2048.0
520,265,Dell,AMD Radeon 530,1142.0,FHD,Intel,Core i7,Pesado,1.8,Windows 10,8,Notebook,Inspiron 5770,2560.0
1111,1059,HP,Intel HD Graphics 520,2103.34,FHD,Intel,Core i5,Medio,2.4,Windows 10,8,Notebook,EliteBook 850,2024.0
256,338,Asus,Intel HD Graphics 620,1334.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,UX510UX-CN269T,3072.0
156,605,Dell,Intel HD Graphics 620,1670.0,FHD,Intel,Core i5,Ligero,2.5,Windows 10,8,Convertible,Latitude 5289,1024.0
305,279,Toshiba,Nvidia GeForce 930M,812.0,WXGA,Intel,Core i7,Medio,2.5,Windows 10,8,Notebook,Satellite Pro,1000.0
169,1117,Acer,Intel HD Graphics,209.0,WXGA,Intel,Celeron Dual Core,Medio,1.5,Chrome OS,4,Notebook,Chromebook 15,64.0
1254,969,Dell,Nvidia GeForce GTX 1070,3154.0,4K,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Alienware 17,4096.0
1191,586,Dell,AMD Radeon R5 M430,749.01,FHD,Intel,Core i7,Medio,2.7,Linux,8,Notebook,Inspiron 3567,1024.0
437,255,Dell,Intel UHD Graphics 620,819.0,FHD,Intel,Core i7,Medio,1.8,Windows 10,8,Convertible,Inspiron 5579,2048.0
1177,1156,Lenovo,Intel HD Graphics 520,2440.0,QHD,Intel,Core i7,Pesado,2.6,Windows 10,16,Convertible,ThinkPad X1,2048.0
377,636,Dell,Nvidia GeForce GTX 1050,1820.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,8,Notebook,XPS 15,1024.0
667,742,Lenovo,Intel HD Graphics 620,960.0,FHD,Intel,Core i5,Ligero,2.5,Windows 10,8,Notebook,ThinkPad 13,1024.0
616,700,HP,Nvidia Quadro M1200,1907.99,FHD,Intel,Core i7,Pesado,2.8,Windows 10,8,Workstation,ZBook 17,1000.0
1103,771,Google,Intel HD Graphics 615,1559.0,IPS,Intel,Core i5,Ligero,1.2,Chrome OS,8,Ultrabook,Pixelbook,1024.0
2,1013,HP,Intel HD Graphics 620,2089.0,FHD,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,EliteBook 840,2048.0
583,400,MSI,Nvidia GeForce GTX 1050 Ti,1349.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,8,Gaming,Leopard GP72M,1024.0
1257,842,Lenovo,Intel HD Graphics 520,1186.0,FHD,Intel,Core i5,Medio,2.3,Windows 10,8,Notebook,Thinkpad T460,1024.0
848,268,Dell,Intel HD Graphics 620,657.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,Vostro 3568,2048.0
112,8,Apple,Intel HD Graphics 6000,1158.7,IPS,Intel,Core i5,Ligero,1.8,macOS,8,Ultrabook,Macbook Air,256.0
1013,52,Acer,Nvidia GeForce MX150,841.0,FHD,Intel,Core i7,Medio,1.8,Windows 10,8,Notebook,Aspire A515-51G,1024.0
1203,446,Asus,Intel HD Graphics 620,559.0,FHD,Intel,Core i5,Medio,2.5,Linux,4,Notebook,VivoBook Max,1024.0
1166,38,Dell,AMD Radeon 530,979.0,FHD,Intel,Core i5,Pesado,1.6,Windows 10,8,Notebook,Inspiron 5770,2560.0
435,194,Lenovo,Intel HD Graphics 620,2824.0,QHD,Intel,Core i7,Ligero,2.7,Windows 10,16,Convertible,Thinkpad Yoga,4096.0
633,721,Asus,Intel HD Graphics 500,298.0,FHD,Intel,Celeron Dual Core,Medio,1.1,Windows 10,4,Notebook,VivoBook E403NA,32.0
43,369,HP,Intel HD Graphics 620,639.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,250 G6,2048.0
825,873,Toshiba,Intel HD Graphics 620,1285.0,FHD,Intel,Core i5,Ligero,2.5,Windows 10,4,Notebook,Portege X30-D-10X,512.0
329,306,Asus,Nvidia GeForce GTX 1070,2122.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Rog GL702VS-GC095T,3072.0
602,1184,Lenovo,Intel HD Graphics 620,1390.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,ThinkPad T570,1024.0
878,502,Lenovo,Intel HD Graphics 520,1099.0,WXGA,Intel,Core i5,Ligero,2.3,Windows 10,8,Ultrabook,Thinkpad X260,720.0
70,570,Lenovo,Nvidia Quadro M620M,2999.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,8,Notebook,Thinkpad P71,1024.0
770,87,Dell,Nvidia GeForce GTX 1050 Ti,1349.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Inspiron 7577,2560.0
965,1200,Dell,Nvidia GeForce GT 940MX,895.01,FHD,Intel,Core i7,Medio,2.7,Linux,8,Notebook,Vostro 5568,1024.0
570,698,Acer,Intel HD Graphics 510,375.0,WXGA,Intel,Celeron Dual Core,Ligero,1.6,Chrome OS,4,Notebook,Chromebook 14,32.0
282,1304,Lenovo,Intel HD Graphics,229.0,WXGA,Intel,Celeron Dual Core,Medio,1.6,Windows 10,2,Notebook,IdeaPad 100S-14IBR,64.0
7,234,HP,AMD FirePro W4190M ,1269.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,ZBook 15u,2048.0
120,148,Asus,Intel UHD Graphics 620,1099.0,FHD,Intel,Core i7,Ligero,1.8,Windows 10,8,Ultrabook,ZenBook UX430UA,1024.0
189,90,Asus,Nvidia GeForce GTX 1060,1449.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,16,Gaming,FX503VM-E4007T,2560.0
301,9,Asus,Nvidia GeForce MX150,1495.0,FHD,Intel,Core i7,Ligero,1.8,Windows 10,16,Ultrabook,ZenBook UX430UN,2048.0
490,11,HP,Intel HD Graphics 620,393.9,WXGA,Intel,Core i5,Medio,2.5,No OS,4,Notebook,250 G6,1000.0
913,1299,Dell,AMD Radeon R5 M430,805.99,WXGA,Intel,Core i7,Medio,2.7,Linux,8,Notebook,Inspiron 3567,2048.0
296,682,HP,Nvidia GeForce 940MX,699.0,FHD,Intel,Core i3,Medio,2.4,Windows 10,4,Convertible,Pavilion X360,512.0
1078,1262,HP,Intel HD Graphics 520,1099.99,FHD,Intel,Core i5,Medio,2.3,Windows 7,4,Notebook,EliteBook 840,1024.0
577,1126,Dell,AMD Radeon R5 M315,769.15,WXGA,Intel,Core i5,Medio,2.3,Windows 7,4,Notebook,Vostro 3559,1000.0
452,1129,Lenovo,Intel HD Graphics 400,549.0,IPS,Intel,Atom x5,Ligero,1.44,Android,4,Convertible,Yoga Book,64.0
841,1049,HP,Intel HD Graphics 520,1349.0,FHD,Intel,Core i7,Ligero,2.5,Windows 10,8,Ultrabook,EliteBook 820,1024.0
356,431,Dell,Nvidia GeForce GTX 1070,2799.0,QHD,Intel,Core i7,Pesado,2.9,Windows 10,16,Gaming,Alienware 17,3072.0
267,370,Lenovo,Nvidia GeForce 920MX ,499.0,WXGA,Intel,Core i3,Medio,2.0,No OS,8,Notebook,IdeaPad 320-15ISK,1024.0
425,1113,HP,Intel HD Graphics 405,500.0,WXGA,Intel,Pentium Quad Core,Medio,1.6,Windows 10,4,Notebook,250 G5,2048.0
465,964,HP,Nvidia Quadro M1000M,2249.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,8,Workstation,ZBook Studio,32.0
755,174,Huawei,Intel HD Graphics 620,1349.0,IPS,Intel,Core i5,Ligero,2.5,Windows 10,8,Ultrabook,MateBook X,1024.0
754,207,Lenovo,Nvidia GeForce GTX 1060,1749.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Legion Y720-15IKB,4096.0
598,1023,HP,Intel HD Graphics 620,684.0,WXGA,Intel,Core i3,Medio,2.4,Windows 10,4,Notebook,Probook 440,1000.0
48,228,HP,Intel UHD Graphics 620,794.0,FHD,Intel,Core i5,Medio,1.6,Windows 10,8,Notebook,ProBook 450,2048.0
434,786,Acer,Intel HD Graphics 620,636.0,FHD,Intel,Core i3,Medio,2.4,Windows 10,4,Notebook,Swift 3,512.0
328,613,Toshiba,Intel HD Graphics 520,1399.0,FHD,Intel,Core i7,Medio,2.5,Windows 10,8,Notebook,Tecra Z50-C-144,1024.0
1051,437,Samsung,Intel HD Graphics 400,269.0,WXGA,Intel,Celeron Dual Core,Ligero,1.6,Chrome OS,4,Netbook,Chromebook 3,16.0
248,163,Toshiba,Intel HD Graphics 520,447.0,WXGA,Intel,Core i3,Medio,2.2,Windows 10,4,Notebook,Satellite Pro,1000.0
100,1003,Dell,Intel HD Graphics 620 ,1119.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Latitude 5480,512.0
575,1214,Lenovo,AMD Radeon R5 M430,368.0,WXGA,Intel,Core i3,Medio,2.0,No OS,4,Notebook,V110-15ISK,2048.0
561,225,Dell,AMD Radeon 520,677.35,FHD,Intel,Core i5,Medio,1.6,Linux,8,Notebook,Inspiron 3576,1024.0
814,1007,Lenovo,Intel HD Graphics 520,1349.0,FHD,Intel,Core i5,Medio,2.3,Windows 10,8,Notebook,ThinkPad T560,1024.0
1028,63,Lenovo,Intel HD Graphics 620,599.0,FHD,Intel,Core i3,Medio,2.7,No OS,8,Notebook,IdeaPad 520S-14IKB,1024.0
453,1001,Lenovo,Nvidia GeForce GTX 1060,1189.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,8,Gaming,Legion Y520-15IKBN,2560.0
68,619,Dell,Intel HD Graphics 520,443.9,WXGA,Intel,Core i3,Medio,2.0,Linux,4,Notebook,Vostro 3568,2048.0
729,363,Dell,Nvidia GeForce GTX 1050,999.0,FHD,Intel,Core i5,Pesado,2.5,Windows 10,8,Gaming,Inspiron 7577,2048.0
759,948,Toshiba,Intel HD Graphics 520,1105.0,FHD,Intel,Core i5,Ligero,2.3,Windows 10,4,Notebook,Tecra Z40-C-12X,512.0
359,751,Lenovo,Intel HD Graphics 620,999.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Convertible,Flex 5,1024.0
493,445,Lenovo,Intel HD Graphics 620,2382.0,QHD,Intel,Core i7,Ligero,2.7,Windows 10,24,Ultrabook,ThinkPad T470s,2048.0
692,13,Apple,AMD Radeon Pro 555,2439.97,IPS,Intel,Core i7,Medio,2.8,macOS,16,Ultrabook,MacBook Pro,1024.0
24,1174,MSI,Nvidia GeForce GTX 1050 Ti,1492.8,FHD,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,GP72M 7REX,3072.0
856,208,Dell,Nvidia Quadro M1200,3055.0,4K,Intel,Xeon E3-1505M,Pesado,3.0,Windows 10,16,Workstation,Precision 7520,3072.0
704,1310,Dell,Intel HD Graphics,379.0,WXGA,Intel,Celeron Dual Core,Medio,1.6,Windows 10,2,Notebook,Inspiron 3552,1000.0
1171,1093,Lenovo,Intel HD Graphics 520,540.0,WXGA,Intel,Core i5,Medio,2.3,Windows 10,4,Notebook,V110-15ISK,1000.0
354,216,Asus,Nvidia GeForce GTX 1050,1407.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,ROG GL703VD-GC028T,3072.0
590,844,Dell,Nvidia GeForce GTX 1070,2774.63,FHD,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Alienware 15,3072.0
413,640,Lenovo,Intel UHD Graphics 620,829.0,FHD,Intel,Core i5,Medio,1.6,Windows 10,4,Notebook,V330-15IKB,1024.0
1157,99,Dell,AMD Radeon R5 M430,485.0,FHD,Intel,Core i3,Medio,2.0,Linux,4,Notebook,Inspiron 3567,1024.0
0,972,Dell,Intel HD Graphics 520,1268.0,IPS,Intel,Core i7,Ligero,2.5,Windows 10,8,Ultrabook,XPS 13,1024.0
626,672,MSI,Nvidia GeForce GTX 1060,1486.77,FHD,Intel,Core i7,Pesado,2.8,Windows 10,8,Gaming,GP72VR Leopard,2560.0
677,138,HP,Intel UHD Graphics 620,988.0,FHD,Intel,Core i7,Medio,1.8,Windows 10,8,Notebook,Probook 440,1024.0
637,73,Dell,AMD Radeon 530,955.0,FHD,Intel,Core i7,Ligero,1.8,Windows 10,8,Ultrabook,Inspiron 5370,1024.0
1211,1069,HP,Intel HD Graphics 520,705.15,WXGA,Intel,Core i3,Medio,2.3,Windows 10,4,Notebook,ProBook 650,1000.0
245,454,Dell,Nvidia Quadro M620,1993.0,FHD,Intel,Xeon E3-1505M,Medio,3.0,Windows 10,8,Workstation,Precision 3520,2112.0
1094,1302,Lenovo,Intel HD Graphics 520,638.0,FHD,Intel,Core i7,Medio,2.5,Windows 10,4,Convertible,Yoga 500-14ISK,512.0
388,494,Dell,Nvidia GeForce GTX 1050,1899.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,16,Notebook,XPS 15,2048.0
1280,249,Lenovo,Intel HD Graphics 620,1079.0,FHD,Intel,Core i7,Ligero,2.7,Windows 10,8,Convertible,Yoga 910-13IKB,1024.0
593,514,Acer,Nvidia GeForce MX150,613.0,FHD,Intel,Core i5,Medio,1.6,Windows 10,4,Notebook,Aspire A515-51G-59QF,2048.0
352,48,Asus,AMD Radeon RX 580,1299.0,FHD,AMD,Ryzen 1700,Pesado,3.0,Windows 10,8,Gaming,Rog Strix,3072.0
955,14,Dell,AMD Radeon R5 M430,498.9,FHD,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,Inspiron 3567,1024.0
713,404,Lenovo,Intel HD Graphics 620,938.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,ThinkPad L470,1024.0
379,348,HP,Nvidia GeForce 930MX ,716.0,FHD,Intel,Core i3,Medio,2.4,Windows 10,8,Notebook,ProBook 450,2048.0
16,589,HP,Intel HD Graphics 620,719.0,FHD,Intel,Core i3,Ligero,2.4,Windows 10,4,Notebook,ProBook 430,512.0
1005,1048,HP,Intel HD Graphics 520,1228.99,FHD,Intel,Core i7,Medio,2.5,Windows 10,8,Notebook,EliteBook 850,1024.0
1053,450,Lenovo,Intel HD Graphics 505,349.0,FHD,Intel,Pentium Quad Core,Medio,1.1,Windows 10,4,Notebook,IdeaPad 320-15IAP,512.0
669,807,Lenovo,Intel HD Graphics 620,1349.0,FHD,Intel,Core i7,Ligero,2.7,Windows 10,8,Convertible,Yoga 910-13IKB,1024.0
402,1077,Dell,AMD Radeon R7 M445,989.99,FHD,Intel,Core i7,Medio,2.7,Windows 10,16,Notebook,Inspiron 5567,4096.0
849,1211,Apple,Intel HD Graphics 5300,1163.0,IPS,Intel,Core M M1,Ligero,1.1,Mac OS X,8,Ultrabook,"MacBook 12""",256.0
323,5,Apple,Intel Iris Plus Graphics 650,1803.6,IPS,Intel,Core i5,Ligero,3.1,macOS,8,Ultrabook,MacBook Pro,1024.0
615,1103,HP,Intel HD Graphics 515,615.0,IPS,Intel,Pentium Dual Core,Ligero,1.5,Chrome OS,4,Notebook,Chromebook 13,32.0
389,580,Lenovo,Intel HD Graphics 620,830.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Thinkpad E570,1024.0
1084,409,Lenovo,AMD Radeon RX 550,1144.5,FHD,Intel,Core i5,Medio,1.6,Windows 10,8,Notebook,ThinkPad E580,3072.0
1261,317,MSI,Nvidia GeForce GTX 1070,2099.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,GE63VR 7RF,3072.0
562,863,Dell,AMD Radeon R7 M445,865.0,FHD,Intel,Core i7,Pesado,2.7,Linux,8,Notebook,Inspiron 5767,2048.0
768,392,Lenovo,Intel HD Graphics 620,549.0,FHD,Intel,Core i3,Medio,2.4,Windows 10,4,Notebook,Ideapad 510S-13IKB,512.0
164,349,Lenovo,Intel UHD Graphics 620,2099.0,4K,Intel,Core i7,Ligero,1.8,Windows 10,16,Convertible,Yoga 920-13IKB,2048.0
525,847,Lenovo,Intel HD Graphics 400,325.0,WXGA,Intel,Celeron Quad Core,Medio,1.6,Chrome OS,4,Notebook,N42-20 Chromebook,16.0
134,42,Dell,Nvidia GeForce GTX 1060,1499.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Inspiron 7577,3072.0
743,541,Asus,Nvidia GeForce GTX 1060,1649.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Gaming,ROG Strix,2560.0
821,557,Lenovo,Intel HD Graphics 520,499.0,FHD,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,IdeaPad 320-15ISK,512.0
836,937,Toshiba,Nvidia GeForce 930M,1975.0,FHD,Intel,Core i7,Medio,2.6,Windows 10,16,Notebook,Tecra Z50-C-140,1024.0
824,462,Dell,Intel HD Graphics 405,479.0,WXGA,Intel,Pentium Quad Core,Ligero,1.6,Windows 10,4,Convertible,Inspiron 3168,1000.0
464,987,Toshiba,Intel HD Graphics 520,1180.0,FHD,Intel,Core i5,Medio,2.3,Windows 10,8,Notebook,Tecra A40-C-1DF,1024.0
410,779,Dell,AMD Radeon R7 M445,1181.27,FHD,Intel,Core i7,Medio,2.7,Windows 10,16,Notebook,Inspiron 5567,1024.0
1302,403,Lenovo,AMD Radeon RX 550,1229.56,FHD,Intel,Core i7,Medio,1.8,Windows 10,8,Notebook,ThinkPad E580,1024.0
129,892,HP,Intel HD Graphics 620,684.8,WXGA,Intel,Core i5,Medio,2.5,Windows 10,4,Convertible,Pavilion x360,1000.0
700,1140,Lenovo,Intel HD Graphics 520,1669.0,FHD,Intel,Core i7,Medio,2.5,Windows 10,8,Convertible,ThinkPad Yoga,1024.0
127,743,Lenovo,Intel HD Graphics 620,779.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,4,Notebook,V310-15IKB,2048.0
1228,304,Asus,Nvidia GeForce 940MX,1468.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,16,Ultrabook,ZenBook UX530UQ-PRO,2048.0
203,195,Vero,Intel HD Graphics 500,260.0,FHD,Intel,Celeron Dual Core,Ligero,1.1,Windows 10,4,Notebook,K147,32.0
262,334,HP,Intel HD Graphics 620,1335.0,FHD,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,Elitebook 820,1024.0
883,986,Dell,Nvidia GeForce GTX 1070,2800.0,FHD,Intel,Core i7,Pesado,2.6,Windows 10,32,Gaming,Alienware 17,3072.0
976,793,Lenovo,Intel HD Graphics 620,2299.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,16,Ultrabook,ThinkPad T470s,2048.0
484,1207,Acer,Nvidia GeForce GTX 1070,2599.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Predator G9-793,3072.0
148,440,Lenovo,Nvidia GeForce 940MX,2445.0,4K,Intel,Core i7,Medio,2.8,Windows 10,16,Workstation,Thinkpad T570,2048.0
893,707,HP,AMD Radeon 530,689.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,4,Notebook,15-bs011nv,1000.0
798,86,Acer,AMD Radeon R5,395.0,WXGA,AMD,A9-Series,Medio,3.0,Windows 10,4,Notebook,Aspire 3,2048.0
219,354,Asus,Intel HD Graphics 500,375.0,WXGA,Intel,Celeron Dual Core,Medio,1.1,Windows 10,4,Convertible,VivoBook Flip,32.0
969,218,Lenovo,Intel HD Graphics 620,549.0,FHD,Intel,Core i5,Medio,2.5,No OS,8,Notebook,IdeaPad 320-15IKBN,1024.0
1046,467,Acer,Nvidia GeForce 940MX,544.0,FHD,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,Aspire E5-576G,2048.0
252,618,Dell,Nvidia GeForce GTX 960<U+039C>,879.01,FHD,Intel,Core i7,Pesado,2.6,Windows 10,16,Gaming,Inspiron 7559,2048.0
796,692,Lenovo,Intel UHD Graphics 620,1499.0,FHD,Intel,Core i7,Ligero,1.8,Windows 10,8,Convertible,Yoga 730,2048.0
220,335,Dell,Nvidia GeForce GTX 1050,2639.0,4K,Intel,Core i7,Medio,2.8,Windows 10,32,Notebook,XPS 15,4096.0
882,126,HP,Nvidia GeForce 930MX ,1271.0,FHD,Intel,Core i7,Medio,1.8,Windows 10,16,Notebook,Probook 470,2048.0
1016,832,MSI,Nvidia GeForce GTX 1050,1199.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Gaming,GL62M 7RD,1024.0
403,377,Acer,AMD Radeon R5,426.0,WXGA,AMD,A9-Series,Medio,3.0,Windows 10,4,Notebook,Aspire 3,512.0
292,904,Lenovo,Intel HD Graphics 620,1799.0,FHD,Intel,Core i5,Ligero,2.5,Windows 10,8,Ultrabook,ThinkPad T470s,1024.0
571,1178,Lenovo,Intel HD Graphics 520,1499.0,FHD,Intel,Core i7,Medio,2.6,Windows 7,8,Ultrabook,ThinkPad T460,1024.0
360,266,Lenovo,Intel HD Graphics 520,444.0,FHD,Intel,Core i3,Medio,2.0,No OS,4,Notebook,IdeaPad 320-15ISK,1024.0
1026,215,Acer,Nvidia GeForce GTX 1050,779.0,FHD,Intel,Core i7,Medio,2.8,Linux,8,Notebook,Aspire 7,2048.0
141,777,Samsung,Intel HD Graphics 620,1599.0,FHD,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,Notebook 9,1024.0
1065,177,Toshiba,Intel HD Graphics 620,489.0,WXGA,Intel,Core i3,Medio,2.4,Windows 10,4,Notebook,Satellite Pro,1000.0
471,543,Dell,AMD Radeon 530,797.41,FHD,Intel,Core i5,Medio,1.6,Windows 10,8,Notebook,Inspiron 5570,1024.0
1017,988,Asus,Nvidia GeForce GTX 1060,2049.9,FHD,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Rog Strix,3072.0
600,383,Dell,Intel HD Graphics 400,309.0,WXGA,Intel,Celeron Dual Core,Medio,1.6,Windows 10,4,Notebook,Inspiron 3552,1000.0
1011,1233,Acer,Intel HD Graphics,174.0,WXGA,Intel,Celeron Dual Core,Ligero,1.5,Chrome OS,2,Netbook,C740-C9QX,128.0
643,390,Asus,Intel HD Graphics 620,1748.9,FHD,Intel,Core i7,Ligero,2.7,Windows 10,16,Ultrabook,Zenbook Flip,2048.0
553,1108,Dell,AMD Radeon 530,818.35,FHD,Intel,Core i5,Ligero,1.6,Windows 10,4,Ultrabook,Inspiron 5370,1024.0
1086,310,Lenovo,Intel HD Graphics 505,359.99,WXGA,Intel,Pentium Quad Core,Medio,1.1,No OS,4,Notebook,IdeaPad 320-15IAP,2048.0
1059,623,Dell,AMD Radeon R5 M420,569.0,FHD,Intel,Core i5,Medio,2.5,Linux,4,Notebook,Vostro 3568,512.0
288,489,HP,Intel UHD Graphics 620,726.0,FHD,Intel,Core i5,Ligero,1.6,Windows 10,4,Notebook,ProBook 430,512.0
230,1169,HP,AMD Radeon R2 Graphics,297.0,WXGA,AMD,E-Series,Medio,1.8,Windows 10,4,Notebook,15-BA015wm,1000.0
611,1028,HP,Intel HD Graphics 620,800.0,WXGA,Intel,Core i3,Ligero,2.4,Windows 10,4,Notebook,Probook 430,1000.0
911,236,HP,AMD Radeon R2,330.0,WXGA,AMD,E-Series,Medio,1.5,Windows 10,4,Notebook,15-rb013nv,1000.0
1212,607,HP,Intel HD Graphics 620,1219.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,EliteBook 850,1024.0
1139,961,Lenovo,Nvidia GeForce 920MX,685.0,FHD,Intel,Core i7,Medio,2.7,No OS,8,Notebook,IdeaPad 310-15IKB,2048.0
1226,238,Dell,Intel HD Graphics 620,859.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Vostro 5468,1024.0
418,1036,HP,Intel HD Graphics 620,1149.0,FHD,Intel,Core i5,Ligero,2.5,Windows 10,8,Notebook,Spectre 13-V100nv,1024.0
162,805,Asus,Intel HD Graphics 500,299.0,WXGA,Intel,Celeron Dual Core,Medio,1.1,Windows 10,4,Notebook,R417NA-RS01,32.0
49,436,Mediacom,Intel HD Graphics 500,299.0,FHD,Intel,Celeron Dual Core,Ligero,1.1,Windows 10,4,Convertible,FlexBook Edge,128.0
980,217,HP,Intel HD Graphics 520,349.0,FHD,Intel,Core i3,Medio,2.0,No OS,4,Notebook,15-bs018nq,1000.0
970,1073,MSI,Nvidia GeForce GTX 1060,1819.0,FHD,Intel,Core i7,Pesado,2.6,Windows 10,16,Gaming,GT62VR 6RD,3072.0
367,66,HP,Intel HD Graphics 620,690.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,250 G6,1024.0
239,12,HP,Intel HD Graphics 520,344.99,FHD,Intel,Core i3,Medio,2.0,No OS,4,Notebook,250 G6,1000.0
778,1167,Lenovo,Intel HD Graphics 520,2339.0,QHD,Intel,Core i7,Ligero,2.5,Windows 10,8,Convertible,ThinkPad X1,1024.0
17,1138,Dell,Intel HD Graphics 520,523.63,WXGA,Intel,Core i5,Medio,2.3,Linux,4,Notebook,Latitude E5570,1000.0
784,1120,Dell,Intel HD Graphics 520,1413.1,WXGA,Intel,Core i5,Medio,2.3,Windows 7,8,Ultrabook,Latitude E5270,1024.0
1121,160,Asus,Intel HD Graphics 620,1315.0,FHD,Intel,Core i5,Ligero,1.6,Windows 10,8,Convertible,ZenBook Flip,1024.0
422,21,Asus,Intel HD Graphics 400,191.9,WXGA,Intel,Atom x5,Ligero,1.44,Windows 10,2,Netbook,Vivobook E200HA,32.0
1042,435,HP,Nvidia GeForce GTX 1070,1999.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,12,Gaming,Omen 17-w207nv,3072.0
842,812,Dell,Nvidia GeForce GTX 1050,1749.0,4K,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,XPS 15,1024.0
1260,829,Lenovo,Intel HD Graphics 520,489.9,WXGA,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,V110-15ISK,1000.0
460,809,HP,Nvidia Quadro M2200,2064.9,FHD,Intel,Core i7,Pesado,2.8,Windows 10,8,Workstation,ZBook 17,1024.0
985,100,Asus,Nvidia GeForce 920M,577.0,FHD,Intel,Core i3,Medio,2.4,Windows 10,6,Notebook,X541UV-DM1439T,1024.0
614,1196,MSI,Nvidia GeForce GTX 970M,2153.37,FHD,Intel,Core i7,Medio,2.6,Windows 10,16,Gaming,GS60 Ghost,2560.0
176,630,Fujitsu,Intel HD Graphics 620,799.0,WXGA,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,LifeBook A557,1024.0
167,107,Microsoft,Intel HD Graphics 620,1340.0,IPS,Intel,Core i5,Ligero,2.5,Windows 10 S,8,Ultrabook,Surface Laptop,1024.0
78,575,Lenovo,Intel HD Graphics 505,344.0,FHD,Intel,Pentium Quad Core,Medio,1.1,Windows 10,4,Notebook,IdeaPad 320-15IAP,1000.0
1201,516,Lenovo,Nvidia GeForce GTX 1060,1149.0,FHD,Intel,Core i7,Medio,2.8,No OS,8,Gaming,Legion Y520-15IKBN,3072.0
